INSTDATE,FIRSTROAD,SECONDROAD,QUADRANT,INT_TYPE,PEDBUTTONS,PED_TIMER,ACCESSIBLE PEDESTRIAN SIGNAL,latitude,longitude,Point,Count
2000/03/24,COUNTRY HILLS BOULEVARD,PANORAMA HILLS BOULEVARD,NW,Traffic signal,Yes,No,,51.1485528694504,-114.07361296724628,POINT (-114.073612967246 51.14855286945),1
2014/07/31,21A AVENUE,52 STREET,SE,Traffic signal,Yes,No,,51.03455141890239,-113.95838396931596,POINT (-113.958383969316 51.034551418902),1
2017/09/19,72 AVENUE,HUNTRIDGE HILL,NE,Pedestrian RRFB,Yes,No,,51.117973538159454,-114.06325292412357,POINT (-114.063252924124 51.117973538159),1
1968/01/01,24 AVENUE,UNIVERSITY DRIVE,NW,Traffic signal,Yes,Yes,,51.07442196264372,-114.1283656622923,POINT (-114.128365662292 51.074421962644),1
2001/06/20,23 AVENUE,14 STREET,SW,Overhead Flasher,Yes,,,51.03322816671915,-114.09470989707475,POINT (-114.094709897075 51.033228166719),1
2002/05/01,90 AVENUE,19 STREET,SW,Overhead Flasher,Yes,No,,50.97222183099286,-114.10632741802418,POINT (-114.106327418024 50.972221830993),1
2020/02/10,MEREDITH ROAD,4 STREET,NE,Traffic signal,Yes,Yes,,51.05191101948919,-114.05169274723256,POINT (-114.051692747233 51.051911019489),1
1929/01/01,7 AVENUE,1 STREET,SW,Traffic signal,No,Yes,,51.046565421323756,-114.06541186186384,POINT (-114.065411861864 51.046565421324),1
1975/02/01,BOWNESS ROAD,43 STREET,NW,Overhead Flasher,Yes,No,,51.06905869408318,-114.15579343608249,POINT (-114.155793436082 51.069058694083),1
1980/01/01,16 AVENUE,MOTEL VILLAGE ENTRANCE,NW,Traffic signal T intersection,No,No,,51.066998266849716,-114.11538782268036,POINT (-114.11538782268 51.06699826685),1
1970/01/01,32 AVENUE,CENTRE STREET,N,Traffic signal,Yes,Yes,,51.0815032340127,-114.06249519126402,POINT (-114.062495191264 51.081503234013),1
2018/09/13,114 AVENUE,56 STREET,SE,Traffic signal,Yes,No,,50.950457092057995,-113.95190586156524,POINT (-113.951905861565 50.950457092058),1
1960/01/01,6 AVENUE,6 STREET,SW,Traffic signal,No,Yes,,51.04782308027697,-114.0761710817863,POINT (-114.076171081786 51.047823080277),1
1999/06/16,32 AVENUE,29 STREET,NE,Traffic signal,Yes,No,,51.08151404700554,-113.99179363908817,POINT (-113.991793639088 51.081514047006),1
1980/01/01,14 AVENUE,14 STREET SB RAMP,NW,Traffic signal,Yes,Yes,,51.064403492772094,-114.09531675993229,POINT (-114.095316759932 51.064403492772),1
2004/07/08,ARBOUR LAKE ROAD/CROWFOOT WAY,ARBOUR GROVE CL/CROWFOOT RS,NW,Traffic signal,Yes,No,,51.126552167447294,-114.20926858827931,POINT (-114.209268588279 51.126552167447),1
1960/01/01,12 AVENUE,EDMONTON TRAIL,NE,Traffic signal,Yes,No,,51.06330576322177,-114.05605242260633,POINT (-114.056052422606 51.063305763222),1
2004/07/05,17 AVENUE,15 STREET,SW,Overhead Flasher,Yes,No,,51.03784652074333,-114.09759953230058,POINT (-114.097599532301 51.037846520743),1
1998/07/10,3 AVENUE,BARLOW TRAIL,SE,Traffic signal,Yes,No,,51.04744334980334,-114.0017256365794,POINT (-114.001725636579 51.047443349803),1
2014/03/04,4 STREET,72 AVENUE,NW,Overhead Flasher,Yes,No,,51.11744193327676,-114.07093834181485,POINT (-114.070938341815 51.117441933277),1
1975/01/01,58 AVENUE,BURBANK ROAD,SE,Traffic signal,Yes,No,,51.0014070120643,-114.04523530899581,POINT (-114.045235308996 51.001407012064),1
2017/08/17,JAMES MCKEVITT ROAD,MILLRISE WAY/SHAWNEE STREET,SW,Traffic signal,Yes,Yes,,50.921369317980236,-114.08098991696976,POINT (-114.08098991697 50.92136931798),1
2014/11/24,EVANSTON DRIVE/EVANSTON WAY,SYMONS VALLEY PARKWAY,NW,Traffic signal,Yes,Yes,,51.173450949372906,-114.1083867773707,POINT (-114.108386777371 51.173450949373),1
2010/07/07,114 AVENUE,DOUGLAS CENTRE/27 STREET,SE,Traffic signal,Yes,Yes,,50.9525336110951,-113.99803886156644,POINT (-113.998038861566 50.952533611095),1
1982/07/05,8 AVENUE,17A STREET,NE,Overhead Flasher,Yes,No,,51.05975795468827,-114.01758904374486,POINT (-114.017589043745 51.059757954688),1
1977/01/01,MEMORIAL DRIVE,44 STREET,E,Traffic signal,Yes,No,,51.05285341912822,-113.96998023795999,POINT (-113.96998023796 51.052853419128),1
2007/10/04,CROWCHILD TRAIL,NOSE HILL DRIVE,NW,Traffic signal,Yes,No,,51.12127175737666,-114.20133582305289,POINT (-114.201335823053 51.121271757377),1
1969/01/01,12 AVENUE,19 STREET,NW,Overhead Flasher,Yes,No,,51.06336975770144,-114.10629860341452,POINT (-114.106298603415 51.063369757701),1
2012/08/20,24 STREET,106 AVENUE,SW,Overhead Flasher,Yes,No,,50.95774129478447,-114.11794018458622,POINT (-114.117940184586 50.957741294784),1
1991/01/21,3 AVENUE,4 STREET,SW,Traffic signal,No,Yes,,51.05053192316769,-114.07152597928291,POINT (-114.071525979283 51.050531923168),1
2015/01/21,BOWNESS ROAD,79 STREET,NW,Pedestrian RRFB,Yes,No,,51.08895231555834,-114.20149244448305,POINT (-114.201492444483 51.088952315558),1
2017/12/07,RADCLIFFE DRIVE,RADLEY WAY,SE,Pedestrian RRFB,Yes,No,,51.04814300200029,-113.98307204016852,POINT (-113.983072040169 51.048143002),1
1980/01/01,BARLOW TRAIL/SB DEERFOOT TRAIL,PEIGAN TRAIL/NB DEERFOOT TR,SE,Traffic signal,No,No,,51.0151952588504,-114.00248985826885,POINT (-114.002489858269 51.01519525885),1
2004/10/22,McKENZIE LAKE BOULEVARD,McKINLEY WAY/MT SPARROWHAWK PL,SE,Overhead Flasher,Yes,No,,50.90592668366553,-113.98905748685296,POINT (-113.989057486853 50.905926683666),1
2016/11/17,54 AVENUE,4 STREET,NW,Pedestrian RRFB,Yes,No,,51.10117526266531,-114.07148526349441,POINT (-114.071485263494 51.101175262665),1
1982/01/01,ANDERSON ROAD,24 STREET,SW,Traffic signal,Yes,Yes,,50.95050053288326,-114.11796618704389,POINT (-114.117966187044 50.950500532883),1
1976/01/01,BEL-AIRE DRIVE/MAYFAIR ROAD,ELBOW DRIVE,SW,Traffic signal,Yes,Yes,,50.99979886742401,-114.08314233926691,POINT (-114.083142339267 50.999798867424),1
1998/09/10,BERKLEY GATE,14 STREET,NW,Traffic signal,Yes,No,,51.12580903781511,-114.09878924134946,POINT (-114.098789241349 51.125809037815),1
2001/12/19,42 AVENUE,9 STREET,SE,Overhead Flasher,Yes,No,,51.01601709622315,-114.04067468823006,POINT (-114.04067468823 51.016017096223),1
1974/11/01,5 AVENUE,12 STREET,NW,Overhead Flasher,Yes,No,,51.05708031768509,-114.09172022541264,POINT (-114.091720225413 51.057080317685),1
1968/01/01,SOUTHLAND DRIVE,ACADIA DRIVE,SE,Traffic signal,Yes,Yes,,50.96400803399843,-114.04844476595923,POINT (-114.048444765959 50.964008033998),1
2019/10/07,RIDEAU ROAD/ROXBORO ROAD,4 STREET,SW,Pedestrian RRFB,Yes,No,,51.028274621596786,-114.07151022948722,POINT (-114.071510229487 51.028274621597),1
2019/05/28,COUNTRY HILLS BOULEVARD,60 STREET,NE,Traffic signal,Yes,Yes,,51.15430321959215,-113.94675833259656,POINT (-113.946758332597 51.154303219592),1
1966/01/01,17 AVENUE,5 STREET,SW,Traffic signal,No,Yes,,51.037827768268556,-114.07418701826185,POINT (-114.074187018262 51.037827768269),1
2015/02/12,9 AVENUE,9 STREET,SE,Overhead Flasher,Yes,No,,51.04284802167848,-114.03945794953006,POINT (-114.03945794953 51.042848021678),1
1980/10/01,5 STREET,22 AVENUE,SW,Overhead Flasher,Yes,No,,51.0333688483624,-114.07419415604156,POINT (-114.074194156042 51.033368848362),1
2002/09/24,130 AVENUE,46 STREET,SE,Traffic signal,Yes,Yes,,50.931982818727256,-113.96827575052328,POINT (-113.968275750523 50.931982818727),1
2015/09/04,QUARRY PARK BOULEVARD,24 STREET,SE,Traffic signal,Yes,No,,50.963431163916695,-114.00162614377315,POINT (-114.001626143773 50.963431163917),1
1960/01/01,17 AVENUE,33 STREET,SW,Traffic signal,Yes,Yes,,51.03781379233344,-114.1354824063938,POINT (-114.135482406394 51.037813792333),1
2013/10/30,EDGEMONT BOULEVARD,EDGEDALE DRIVE,NW,Overhead Flasher,Yes,No,,51.118703408342675,-114.15545196245519,POINT (-114.155451962455 51.118703408343),1
2005/05/09,61 AVENUE,84 STREET,SE,Traffic signal,No,No,,50.99789273246974,-113.91184395177538,POINT (-113.911843951775 50.99789273247),1
1991/08/07,26 AVENUE,68 STREET,NE,Traffic signal,Yes,No,,51.07612948879111,-113.9351130542211,POINT (-113.935113054221 51.076129488791),1
1976/01/01,RUNDLEHORN DRIVE,52 STREET,NE,Traffic signal,Yes,No,,51.07164301192832,-113.95837763036708,POINT (-113.958377630367 51.071643011928),1
1969/04/01,KENSINGTON ROAD,22 STREET,NW,Overhead Flasher,Yes,No,,51.05248252964282,-114.11285840715992,POINT (-114.11285840716 51.052482529643),1
1954/01/01,1 AVENUE,4 STREET,NE,Traffic signal,Yes,Yes,,51.05341541075318,-114.05168253644487,POINT (-114.051682536445 51.053415410753),1
1979/10/01,WHITEHORN DRIVE,WHITEHORN ROAD,NE,Overhead Flasher,Yes,No,,51.08472811323248,-113.96747201265279,POINT (-113.967472012653 51.084728113232),1
1980/10/01,64 AVENUE,HUNTS CRESCENT,NW,Overhead Flasher,Yes,,,51.111572900916094,-114.07567496303817,POINT (-114.075674963038 51.111572900916),1
2010/11/27,64 AVENUE/67 AVENUE,METIS TRAIL,NE,Traffic signal,Yes,No,,51.11187051474448,-113.97407637423333,POINT (-113.974076374233 51.111870514744),1
2012/11/19,SOMERSET GATE/SOMERVALE DRIVE,6 STREET,SW,Traffic signal,Yes,No,,50.899912212762565,-114.07527622212268,POINT (-114.075276222123 50.899912212763),1
1992/02/04,CANYON MEADOWS DRIVE,LAKE FRASER DRIVE,SE,Traffic signal,Yes,No,,50.9304189170014,-114.06602572321147,POINT (-114.066025723211 50.930418917001),1
1980/01/01,TEMPLE DR/WHITEHORN DR,52 STREET,NE,Traffic signal,Yes,No,,51.08588793755276,-113.95841672084714,POINT (-113.958416720847 51.085887937553),1
1982/09/01,64 AVENUE,TRAVOIS CRESCENT,NW,Overhead Flasher,Yes,No,,51.11062054533716,-114.06884819837597,POINT (-114.068848198376 51.110620545337),1
1952/01/01,7 AVENUE,3 STREET,SW,Traffic signal,No,No,,51.04670301971318,-114.07033811551905,POINT (-114.070338115519 51.046703019713),1
2012/09/25,MEMORIAL DRIVE,PENWORTH DRIVE/59 STREET,E,Overhead Flasher,Yes,No,,51.053158895202316,-113.94897389266626,POINT (-113.948973892666 51.053158895202),1
1971/01/01,NORTHMOUNT DRIVE,BRISEBOIS DRIVE,NW,Traffic signal,Yes,No,,51.09309394567713,-114.12885065072246,POINT (-114.128850650722 51.093093945677),1
1956/01/01,5 AVENUE,CENTRE STREET,S,Traffic signal,No,Yes,,51.04838837736907,-114.06279969851902,POINT (-114.062799698519 51.048388377369),1
2008/11/05,BEDDINGTON TRAIL,COUNTRY HILLS BOULEVARD,NW,Traffic signal,No,No,,51.14294400569868,-114.09156180106937,POINT (-114.091561801069 51.142944005699),1
1946/01/01,4 AVENUE,CENTRE STREET,S,Traffic signal,No,Yes,,51.04931908604033,-114.06274044899543,POINT (-114.062740448995 51.04931908604),1
2018/04/19,15 AVENUE,8 STREET,SW,Traffic signal,No,Yes,,51.03910827887042,-114.0817177640001,POINT (-114.081717764 51.03910827887),1
2019/04/30,PANATELLA BOULEVARD,PANAMOUNT STREET,NW,Pedestrian RRFB,Yes,No,,51.163252855291184,-114.08797847433532,POINT (-114.087978474335 51.163252855291),1
1969/01/01,SOUTHLAND DRIVE,FAIRMOUNT DRIVE,SE,Traffic signal,Yes,Yes,,50.96404473585403,-114.05867538650908,POINT (-114.058675386509 50.964044735854),1
1997/12/01,CROWFOOT CRESCENT,CROWFOOT RD/CROWFOOT TERRACE,NW,Traffic signal,Yes,No,,51.12662641323865,-114.19795023396905,POINT (-114.197950233969 51.126626413239),1
2005/11/01,17 AVENUE,73 STREET,SW,Traffic signal,Yes,Yes,,51.03776306860328,-114.19348775236314,POINT (-114.193487752363 51.037763068603),1
2004/08/26,MOUNT ROYAL GATE,RICHARD ROAD,SW,Traffic signal,Yes,Yes,,51.008701872640245,-114.12939518517395,POINT (-114.129395185174 51.00870187264),1
2018/02/28,64 AVENUE,DEERFOOT TRAIL,NE,Pedestrian RRFB,Yes,No,,51.11033421230243,-114.04552384130268,POINT (-114.045523841303 51.110334212302),1
2010/05/03,96 AVENUE,HARVEST ROSE PARK,NE,Traffic signal,Yes,No,,51.14154851193033,-114.06257858216189,POINT (-114.062578582162 51.14154851193),1
1986/12/04,32 AVENUE,MARKET MALL,NW,Traffic signal T intersection,Yes,No,,51.08148314035944,-114.15450192942123,POINT (-114.154501929421 51.081483140359),1
1997/01/01,RICHMOND ROAD,STEWART GREEN,SW,Traffic signal,Yes,Yes,,51.01784408107422,-114.16801007962833,POINT (-114.168010079628 51.017844081074),1
1952/01/01,12 AVENUE,CENTRE STREET,N,Traffic signal,Yes,No,,51.06334742655163,-114.06252939445402,POINT (-114.062529394454 51.063347426552),1
2007/10/10,64 AVENUE,11 STREET,NE,Traffic signal,Yes,Yes,,51.110518272872184,-114.03643048330308,POINT (-114.036430483303 51.110518272872),1
2017/11/29,9 AVENUE,84 STREET,SE,Traffic signal T intersection,Yes,No,,51.0442708005176,-113.91182083443154,POINT (-113.911820834432 51.044270800518),1
2011/07/25,DOUGLAS GLEN BOULEVARD,18 STREET,SE,Traffic signal T intersection,Yes,Yes,,50.95717350505486,-114.00742513431115,POINT (-114.007425134311 50.957173505055),1
2008/06/03,25 AVENUE,ERLTON STREET,SW,Overhead Flasher,Yes,No,,51.03046035669343,-114.06269830708162,POINT (-114.062698307082 51.030460356693),1
1971/01/01,SOUTHLAND DRIVE,14 STREET,SW,Traffic signal,Yes,Yes,,50.96152096467394,-114.09520288692863,POINT (-114.095202886929 50.961520964674),1
2001/06/06,ANDERSON ROAD,MACLEOD TRAIL,SW,1/4 signal,No,No,,50.95041091364875,-114.07405133560665,POINT (-114.074051335607 50.950410913649),1
2008/07/16,17 AVENUE,85 STREET,SW,Traffic signal,Yes,No,,51.0379538135572,-114.2109685402918,POINT (-114.210968540292 51.037953813557),1
2017/12/15,CHAPALINA CLOSE,CHAPARRAL DRIVE,SE,Pedestrian RRFB,Yes,No,,50.88295444702679,-114.04377287016234,POINT (-114.043772870162 50.882954447027),1
1975/01/01,RICHMOND ROAD,SARCEE TRAIL,SW,Traffic signal,Yes,No,,51.018040967689124,-114.16429653271116,POINT (-114.164296532711 51.018040967689),1
1974/03/01,BOWNESS ROAD,63 STREET,NW,Overhead Flasher,Yes,No,,51.085699784755406,-114.18001391325146,POINT (-114.180013913251 51.085699784755),1
1980/10/01,29 STREET,7 AVENUE,NW,Overhead Flasher,Yes,No,,51.0586580486218,-114.12951038551985,POINT (-114.12951038552 51.058658048622),1
1987/11/01,CANYON MEADOWS DRIVE,CANTERBURY DRIVE,SW,Overhead Flasher,Yes,No,,50.93688558521019,-114.08088400542437,POINT (-114.080884005424 50.93688558521),1
2016/01/18,BROOKPARK BOULEVARD,SOUTHLAND DRIVE,SW,Overhead Flasher,Yes,No,,50.961318661193964,-114.10945634576696,POINT (-114.109456345767 50.961318661194),1
2019/11/21,PRESTWICK BOULEVARD,PRESTWICK CIRCLE,SE,Pedestrian RRFB,Yes,No,,50.91927798211801,-113.96578270262764,POINT (-113.965782702628 50.919277982118),1
1953/01/01,17 AVENUE,MACLEOD TRAIL,SE,Traffic signal T intersection,No,Yes,,51.03783659311872,-114.05865951267555,POINT (-114.058659512676 51.037836593119),1
2018/04/17,52 STREET,WHITEHORN DRIVE,NE,1/2 signal,Yes,Yes,,51.088603422688465,-113.95839779503297,POINT (-113.958397795033 51.088603422688),1
1977/01/01,DALHOUSIE DRIVE,66 AVENUE,NW,Overhead Flasher,Yes,No,,51.11236396174931,-114.16733559307593,POINT (-114.167335593076 51.112363961749),1
1994/09/21,GLENMORE SQUARE,18 STREET,SE,Traffic signal,Yes,No,,50.98374596265891,-114.01587471282161,POINT (-114.015874712822 50.983745962659),1
1969/01/01,75 AVENUE,14 STREET,SW,Traffic signal,No,No,,50.98813100602974,-114.09480325796034,POINT (-114.09480325796 50.98813100603),1
1990/01/01,LAKE BONAVISTA DRIVE,BONAVENTURE DRIVE,SE,Traffic signal,Yes,No,,50.94607876299988,-114.0600388164174,POINT (-114.060038816417 50.946078763),1
2012/11/21,17 AVENUE,47 STREET,SW,1/2 signal,Yes,Yes,,51.03782001464831,-114.15579823420195,POINT (-114.155798234202 51.037820014648),1
1973/01/01,DALHOUSIE DRIVE/NORTHLAND DRIVE,SHAGANAPPI TRAIL,NW,Traffic signal,Yes,No,,51.10261193205645,-114.14274173787344,POINT (-114.142741737873 51.102611932056),1
1960/01/01,ELBOW DRIVE,SIFTON BOULEVARD,SW,Traffic signal T intersection,Yes,Yes,,51.019171634837,-114.0778487148544,POINT (-114.077848714854 51.019171634837),1
1969/01/01,25 AVENUE,5 STREET,SW,Traffic signal,Yes,Yes,,51.03058257616823,-114.07332007390474,POINT (-114.073320073905 51.030582576168),1
2015/04/01,SAGE HILL BOULEVARD,SHAGANAPPI TRAIL,NW,Traffic signal T intersection,Yes,Yes,,51.170415189819835,-114.15290301177681,POINT (-114.152903011777 51.17041518982),1
2017/04/12,OAKFIELD DRIVE,30 STREET,SW,Pedestrian RRFB,Yes,No,,50.95403211767574,-114.12963065533923,POINT (-114.129630655339 50.954032117676),1
1981/01/01,64 AVENUE,9 STREET,NE,Traffic signal,Yes,Yes,,51.11057057194451,-114.04135742812822,POINT (-114.041357428128 51.110570571945),1
2017/02/23,COUNTRY HILLS BOULEVARD,25 STREET,NE,Traffic signal,Yes,No,,51.15431189742726,-113.9974061308389,POINT (-113.997406130839 51.154311897427),1
2015/12/29,SADDLETOWNE CIRCLE,TARAVISTA DRIVE,NE,Pedestrian RRFB,Yes,No,,51.12175352909746,-113.94465884333157,POINT (-113.944658843332 51.121753529097),1
2006/02/13,WESTWINDS DRIVE,SUPERSTORE ENTRANCE,NE,Traffic signal,Yes,No,,51.108875573766234,-113.96857292328603,POINT (-113.968572923286 51.108875573766),1
1958/01/01,5 AVENUE,5 STREET,SW,Traffic signal,No,Yes,,51.048696682961726,-114.07367669148125,POINT (-114.073676691481 51.048696682962),1
2011/10/20,26 AVENUE,69 STREET,SW,Traffic signal,Yes,No,,51.03051805459355,-114.1875985825885,POINT (-114.187598582588 51.030518054594),1
1973/01/01,6 AVENUE,10 STREET,SW,Traffic signal,No,Yes,,51.048082257260525,-114.08602516770246,POINT (-114.086025167702 51.048082257261),1
2011/08/08,RIVERVIEW CIRCLE/21 STREET,18 STREET,SE,Traffic signal,Yes,No,,50.966418216191094,-114.0132725336771,POINT (-114.013272533677 50.966418216191),1
2003/04/24,BARLOW TRAIL,FREEPORT BOULEVARD,NE,Traffic signal,Yes,No,,51.15084207646469,-114.00167384326267,POINT (-114.001673843263 51.150842076465),1
2004/12/07,HOSPITAL DRIVE,29 STREET,NW,Overhead Flasher,Yes,No,,51.06252659993157,-114.13101982298215,POINT (-114.131019822982 51.062526599932),1
2016/08/09,FALSHIRE CLOSE,FALSHIRE DRIVE,NE,Pedestrian RRFB,Yes,No,,51.105326985275,-113.94509038864653,POINT (-113.945090388647 51.105326985275),1
2001/01/01,61 AVENUE,30 STREET,SE,Traffic signal,Yes,No,,50.998637168453165,-113.98675076162169,POINT (-113.986750761622 50.998637168453),1
1989/12/06,NORTHMOUNT DRIVE,CAMBRIAN DRIVE,NW,Traffic signal,Yes,Yes,,51.083018625127295,-114.09259658093086,POINT (-114.092596580931 51.083018625127),1
2016/10/03,COUNTRY HILLS BOULEVARD,38 STREET,NE,Traffic signal,Yes,No,,51.1542271928865,-113.97733094559814,POINT (-113.977330945598 51.154227192887),1
1972/06/01,96 AVENUE,ELBOW DRIVE,SW,Overhead Flasher,Yes,No,,50.96872498553927,-114.08475489679523,POINT (-114.084754896795 50.968724985539),1
2004/06/24,FALCONRIDGE BOULEVARD,MARTINDALE BV/TARADALE DRIVE,NE,Traffic signal,Yes,No,,51.114152619824225,-113.94674248116829,POINT (-113.946742481168 51.114152619824),1
1993/07/07,MONTEREY SQUARE,68 STREET,NE,Traffic signal,Yes,No,,51.070112575392194,-113.93509293114103,POINT (-113.935092931141 51.070112575392),1
1979/01/01,32 AVENUE,52 STREET,NE,Traffic signal,Yes,No,,51.081515917538496,-113.95838304381242,POINT (-113.958383043812 51.081515917539),1
2013/10/09,AUBURN BAY DRIVE/MAHOGANY GATE,52 STREET,SE,Traffic signal,Yes,Yes,,50.89947549687293,-113.9445054641117,POINT (-113.944505464112 50.899475496873),1
2013/10/17,McKENZIE TOWNE AVENUE,52 STREET,SE,Traffic signal T intersection,Yes,Yes,,50.91640075641447,-113.95758181970386,POINT (-113.957581819704 50.916400756414),1
2015/09/18,FALCONRIDGE BOULEVARD,SADDLETOWNE CIRCLE,NE,Traffic signal,Yes,Yes,,51.12141628843389,-113.94674465734764,POINT (-113.946744657348 51.121416288434),1
2017/03/30,AUBURN MEADOWS AVENUE/MAHOGANY ST,52 STREET,SE,Traffic signal,Yes,Yes,,50.89657650133738,-113.94321703727107,POINT (-113.943217037271 50.896576501337),1
1953/01/01,8 AVENUE,1 STREET,SE,Traffic signal,No,Yes,,51.04545891932922,-114.06056583224984,POINT (-114.06056583225 51.045458919329),1
2004/09/22,SHAWVILLE BOULEVARD,SUPERSTORE ENTRANCE,SE,Traffic signal,Yes,No,,50.90834567992978,-114.06831376192471,POINT (-114.068313761925 50.90834567993),1
2019/05/13,10 AVENUE,12 STREET,SW,Pedestrian RRFB,Yes,No,,51.044114497983465,-114.0912450932085,POINT (-114.091245093208 51.044114497983),1
1981/03/01,JOHN LAURIE BOULEVARD,McKNIGHT BOULEVARD,NW,Overhead Flasher,Yes,No,,51.09735144649285,-114.08326234514702,POINT (-114.083262345147 51.097351446493),1
1982/01/01,HERITAGE DRIVE,11 STREET,SE,Traffic signal,Yes,No,,50.9872051088799,-114.03973795180964,POINT (-114.03973795181 50.98720510888),1
1987/06/18,PEIGAN TRAIL,52 STREET,SE,Traffic signal,Yes,Yes,,51.01479275392646,-113.95835788610349,POINT (-113.958357886103 51.014792753926),1
1987/01/01,66 AVENUE,19 STREET,SE,Overhead Flasher,Yes,No,,50.994124252381354,-114.01353285554751,POINT (-114.013532855548 50.994124252381),1
2014/06/23,SHERWOOD BOULEVARD,SHERWOOD STREET,NW,Overhead Flasher,Yes,No,,51.16175019590355,-114.15085940690388,POINT (-114.150859406904 51.161750195904),1
2006/01/09,OLD BANFF COACH ROAD,85 STREET,SW,Traffic signal,Yes,No,,51.0670030070066,-114.21096125754627,POINT (-114.210961257546 51.067003007007),1
2007/11/18,32 AVENUE,56 STREET,NE,Traffic signal,Yes,No,,51.08152893387833,-113.95297900867493,POINT (-113.952979008675 51.081528933878),1
1991/08/01,32 AVENUE,60 STREET,NE,Overhead Flasher,Yes,No,,51.08153819343751,-113.94680848010623,POINT (-113.946808480106 51.081538193438),1
1981/01/01,CROWCHILD TRAIL,GLENMORE TRAIL,SW,Traffic signal,Yes,Yes,,51.00068268294745,-114.11803413216126,POINT (-114.118034132161 51.000682682947),1
1972/01/01,HERITAGE DRIVE,HADDON ROAD,SW,Traffic signal T intersection,Yes,Yes,,50.97954564192735,-114.07623020297348,POINT (-114.076230202973 50.979545641927),1
1954/01/01,12 AVENUE,14 STREET,SW,Traffic signal,No,Yes,,51.04230780710939,-114.09471414881851,POINT (-114.094714148819 51.042307807109),1
2020/02/25,11 AVENUE,3 STREET,SE,Traffic signal,No,Yes,,51.042163883848204,-114.0558845821577,POINT (-114.055884582158 51.042163883848),1
2018/04/30,BRIDLEWOOD ROAD,JAMES McKEVITT ROAD,SW,Traffic signal T intersection,Yes,Yes,,50.90288746305928,-114.09831048582063,POINT (-114.098310485821 50.902887463059),1
1989/10/13,32 AVENUE/CHARLESWOOD DRIVE,CROWCHILD TRAIL NB RAMP,NW,Traffic signal,Yes,Yes,,51.083446260920475,-114.12516829465079,POINT (-114.125168294651 51.08344626092),1
1956/01/01,9 AVENUE,1 STREET,SE,Traffic signal,No,Yes,,51.04454193014444,-114.06063593935669,POINT (-114.060635939357 51.044541930144),1
2000/12/12,AIRPORT TRAIL,BARLOW TRAIL,NE,Traffic signal,Yes,No,,51.139578738755986,-114.00174080247257,POINT (-114.001740802473 51.139578738756),1
1976/01/01,9 AVENUE,13 STREET,SE,Overhead Flasher,Yes,No,,51.04019376157978,-114.03161822526431,POINT (-114.031618225264 51.04019376158),1
1972/01/01,5 AVENUE,3 STREET,SE,Traffic signal,No,Yes,,51.04820291745557,-114.0554095640671,POINT (-114.055409564067 51.048202917456),1
1991/01/18,3 AVENUE,2 STREET,SW,Traffic signal,No,Yes,,51.05040652087241,-114.06761590815312,POINT (-114.067615908153 51.050406520872),1
2007/11/05,BOW TRAIL,ROSSCARROCK GA,SW,Traffic signal T intersection,Yes,Yes,,51.047002312692285,-114.14688974444611,POINT (-114.146889744446 51.047002312692),1
2019/06/20,25 AVENUE,1 STREET,SW,Pedestrian RRFB,Yes,No,,51.03043665404414,-114.06656902140301,POINT (-114.066569021403 51.030436654044),1
2015/12/11,EDGEBURN CRESCENT,EDGEPARK BOULEVARD,NW,Overhead Flasher,Yes,No,,51.13406989762042,-114.15791705986798,POINT (-114.157917059868 51.13406989762),1
2015/12/02,108,QUARRY PARK ROAD,SE,Pedestrian RRFB,Yes,No,,50.961154146008525,-114.00723175102804,POINT (-114.007231751028 50.961154146009),1
1973/01/01,MEMORIAL DRIVE,36 STREET,E,Traffic signal,Yes,Yes,,51.05210494122438,-113.98171913414762,POINT (-113.981719134148 51.052104941224),1
2012/06/29,SETON BOULEVARD,AUBURN BAY LINK,SE,Traffic signal,Yes,Yes,,50.88333584743053,-113.95328672832365,POINT (-113.953286728324 50.883335847431),1
1993/07/01,ELBOW DRIVE,MADISON AVENUE,SW,Overhead Flasher,Yes,No,,51.013947592414134,-114.07930784036613,POINT (-114.079307840366 51.013947592414),1
2017/07/27,30 AVENUE,4 STREET,NW,Pedestrian RRFB,Yes,No,,51.07965252181781,-114.07154040991841,POINT (-114.071540409918 51.079652521818),1
1976/01/01,69 AVENUE/OGDEN DALE ROAD,OGDEN ROAD,SE,Traffic signal,Yes,No,,50.991050507749236,-114.00168081207791,POINT (-114.001680812078 50.991050507749),1
1977/01/01,32 AVENUE,36 STREET,NE,Traffic signal,Yes,Yes,,51.081458971955534,-113.98174622056739,POINT (-113.981746220567 51.081458971956),1
2000/08/09,RIVERFRONT AVENUE,1 STREET,SE,Overhead Flasher,Yes,No,,51.05116765073055,-114.0600740866194,POINT (-114.060074086619 51.051167650731),1
2000/03/23,SHAWVILLE BOULEVARD,SHAWVILLE RISE,SE,Traffic signal,Yes,No,,50.90577044300717,-114.06677365836705,POINT (-114.066773658367 50.905770443007),1
1987/02/01,5 AVENUE,52 STREET,SE,Overhead Flasher,Yes,No,,51.049004591256285,-113.9559982526386,POINT (-113.955998252639 51.049004591256),1
2005/07/07,HARVEST HILLS BOULEVARD,HARVEST OAK GATE,N,Traffic signal T intersection,Yes,No,,51.147013357461795,-114.06374287072278,POINT (-114.063742870723 51.147013357462),1
