secname,the_geom,year_vol,shape_leng,volume
FLINTRD1,"MULTILINESTRING ((-114.067956 50.979568, -114.067922 50.980241, -114.067941 50.980356, -114.067948 50.980383, -114.067966 50.980417, -114.068065 50.980525, -114.068146 50.980614, -114.068405 50.980844, -114.068765 50.981155, -114.068809 50.981189, -114.068974 50.981333, -114.069206 50.981527, -114.069626 50.981892, -114.069769 50.982016, -114.06904 50.983075, -114.067912 50.985116, -114.067118 50.986115, -114.065258 50.987615, -114.064864 50.987934, -114.063599 50.988296))",2016,1160.84350751,8000
SPRUCEMEADWAY1,"MULTILINESTRING ((-114.09398 50.892161, -114.093989 50.890194, -114.093972 50.889282, -114.093972 50.889207, -114.093969 50.889089, -114.093967 50.888961, -114.093964 50.888838, -114.093962 50.888698, -114.093959 50.888512, -114.093958 50.888207, -114.093957 50.887903, -114.09396 50.887664, -114.093962 50.887426, -114.09395 50.887001, -114.093951 50.886735, -114.093953 50.88647, -114.093955 50.886204, -114.093956 50.885939, -114.093958 50.885673, -114.093959 50.885408, -114.093961 50.885142, -114.093963 50.884876, -114.093963 50.884496, -114.093964 50.884115, -114.093965 50.883734, -114.093965 50.883353, -114.093966 50.883135, -114.093966 50.882902, -114.093974 50.882604, -114.093973 50.882203, -114.093972 50.881826, -114.093971 50.881448, -114.093971 50.881114, -114.09397 50.880839, -114.09397 50.880605, -114.09397 50.880521, -114.09397 50.880437, -114.09397 50.880155, -114.09397 50.879874, -114.09397 50.879592, -114.09397 50.879311, -114.093971 50.878898, -114.093972 50.878485, -114.093973 50.878072, -114.093974 50.877659))",2016,1613.10474293,2000
9AVS7,"MULTILINESTRING ((-114.076378 51.044986, -114.075929 51.044961, -114.075065 51.044935, -114.074479 51.04492, -114.074009 51.044908, -114.073855 51.044901))",2016,177.23138917,29000
16AV/TCH5B,"MULTILINESTRING ((-114.121903 51.067593, -114.122279 51.067677, -114.122778 51.067797, -114.123033 51.067856, -114.12335 51.067928, -114.123766 51.068021, -114.124155 51.068108, -114.124621 51.068213, -114.124884 51.068254, -114.125226 51.068301, -114.125431 51.068331, -114.125797 51.068381, -114.126072 51.068415, -114.126226 51.068436, -114.126363 51.068465, -114.126475 51.068489, -114.126817 51.068521, -114.127119 51.068545, -114.127427 51.068563, -114.127695 51.068569, -114.12799 51.06857, -114.128437 51.068574, -114.129026 51.068571, -114.129157 51.068569))",2016,524.718704764,34000
STONEY13,"MULTILINESTRING ((-113.919312 51.090346, -113.919338 51.090053, -113.919365 51.089761, -113.919429 51.08941, -113.919493 51.089058, -113.919583 51.088623, -113.919673 51.088187, -113.91974 51.087938, -113.919807 51.087689, -113.919875 51.087439, -113.919942 51.08719, -113.920069 51.086811, -113.920196 51.086432, -113.920277 51.086172, -113.920357 51.085912, -113.920437 51.085652, -113.920518 51.085392, -113.920608 51.085074, -113.920697 51.084755, -113.920768 51.084509, -113.92084 51.084264, -113.920914 51.083964, -113.920989 51.083664, -113.921042 51.083428, -113.921094 51.083191, -113.921158 51.082845, -113.921222 51.082498, -113.921259 51.082203, -113.921297 51.081908, -113.921327 51.081594, -113.921358 51.081281, -113.921373 51.081049, -113.921388 51.080817, -113.921389 51.080548, -113.921389 51.080278, -113.92139 51.079927, -113.92139 51.079576, -113.921372 51.07914, -113.921355 51.078705, -113.921333 51.0784, -113.921311 51.078096, -113.921278 51.077733, -113.921245 51.07737, -113.921198 51.077, -113.92115 51.07663, -113.921095 51.076232, -113.92104 51.075834, -113.921011 51.075544, -113.920981 51.075255, -113.920952 51.074966, -113.920923 51.074677, -113.92092 51.074448, -113.920918 51.074219, -113.920915 51.07399, -113.920894 51.073508, -113.920873 51.073313, -113.920832 51.072865, -113.920823 51.072455, -113.920814 51.072044, -113.920806 51.071634, -113.920797 51.071224, -113.920796 51.070992, -113.920796 51.070761, -113.920796 51.070529, -113.920796 51.070297, -113.920796 51.070065, -113.920795 51.069833, -113.920795 51.069602, -113.920795 51.06937, -113.920795 51.069138, -113.920795 51.068906, -113.920794 51.068675, -113.920794 51.068443, -113.920794 51.068211, -113.920794 51.067979, -113.920794 51.067747, -113.920793 51.067516, -113.920806 51.067307, -113.920808 51.067269, -113.920823 51.067022, -113.920838 51.066775, -113.920853 51.066528))",2016,2662.14887912,62000
69STSW4,"MULTILINESTRING ((-114.187485 51.02326, -114.187485 51.023328, -114.187489 51.025439, -114.187508 51.030592))",2016,815.648245688,18000
52STNE7,"MULTILINESTRING ((-113.958105 51.045192, -113.957885 51.04562, -113.957751 51.045855, -113.957546 51.046212, -113.957311 51.046619, -113.956805 51.047498, -113.956386 51.048229, -113.955941 51.048999, -113.955735 51.049354, -113.955649 51.049508, -113.955569 51.049657, -113.955484 51.049826, -113.95542 51.049962, -113.95535 51.050132, -113.95529 51.050305, -113.955211 51.050586, -113.955158 51.050858, -113.955136 51.051035, -113.955123 51.051222, -113.955122 51.051522, -113.955137 51.051731, -113.955153 51.051841, -113.955241 51.052242, -113.955283 51.052398, -113.955332 51.052558, -113.955364 51.052653, -113.955419 51.052797, -113.955447 51.052869, -113.955552 51.053113, -113.955591 51.053203, -113.955627 51.05329))",2016,938.883946949,26000
HRTGEGATE1,"MULTILINESTRING ((-114.044196 50.988541, -114.044211 50.988517, -114.044226 50.98849, -114.044235 50.988467, -114.044244 50.988438, -114.044251 50.988402, -114.044253 50.988376, -114.044252 50.988349, -114.044241 50.988176, -114.044236 50.988053, -114.044235 50.987947, -114.04423 50.987813, -114.044227 50.987749, -114.044225 50.987657, -114.04422 50.987474, -114.044217 50.987372, -114.044213 50.987263, -114.044211 50.987217))",2016,147.80980182,15000
23STNE2,"MULTILINESTRING ((-114.005084 51.081424, -114.005083 51.076931))",2016,499.850803169,7000
7AVNE1,"MULTILINESTRING ((-113.998841 51.058582, -113.998647 51.058582, -113.995943 51.058582, -113.99554 51.058577, -113.994608 51.058572, -113.993685 51.058571, -113.993457 51.058575, -113.993293 51.05858))",2016,388.990468085,5000
STONEY5,"MULTILINESTRING ((-114.203693 51.143979, -114.203573 51.144108, -114.203442 51.144249, -114.203333 51.144366, -114.203235 51.144463, -114.203097 51.144599, -114.202903 51.144799, -114.202789 51.144917, -114.202668 51.145038, -114.202556 51.145149, -114.202518 51.145185, -114.202359 51.145333, -114.202244 51.145437, -114.202093 51.145572, -114.201964 51.145685, -114.201832 51.145798, -114.201699 51.14591, -114.201564 51.146021, -114.201426 51.14613, -114.201287 51.146239, -114.201146 51.146347, -114.20093 51.146507, -114.200784 51.146612, -114.20071 51.146664, -114.200573 51.146759, -114.200334 51.146921, -114.200024 51.147121, -114.199867 51.14722, -114.199708 51.147317, -114.199547 51.147413, -114.199384 51.147508, -114.199219 51.147602, -114.199136 51.147649, -114.198969 51.147741, -114.198801 51.147832, -114.19863 51.147921, -114.198458 51.148009, -114.198197 51.14814, -114.197933 51.148267, -114.197665 51.148391, -114.197393 51.148513, -114.19721 51.148592, -114.197026 51.14867, -114.196841 51.148747, -114.196654 51.148822, -114.19637 51.148933, -114.19618 51.149005, -114.195892 51.14911, -114.195698 51.149178, -114.195406 51.149278, -114.19511 51.149375, -114.194912 51.149438, -114.194612 51.149529, -114.194411 51.149588, -114.194208 51.149646, -114.193903 51.14973, -114.193698 51.149784, -114.193294 51.149885, -114.192998 51.149954, -114.192663 51.150029, -114.192288 51.150108, -114.191987 51.150167, -114.191721 51.150217, -114.191455 51.150264, -114.191111 51.150321, -114.190843 51.150362, -114.190535 51.150406, -114.190032 51.150472, -114.189655 51.150515, -114.189214 51.150559, -114.188873 51.150589, -114.188531 51.150615, -114.187961 51.15065, -114.18754 51.150669, -114.187139 51.150683, -114.186696 51.150697, -114.186384 51.150706, -114.185767 51.150723, -114.185274 51.150737, -114.184657 51.150754, -114.184041 51.150772, -114.183517 51.150786, -114.182992 51.150801, -114.182468 51.150815, -114.181944 51.15083, -114.181389 51.150846, -114.180834 51.150861, -114.180323 51.150877, -114.179813 51.150893, -114.179425 51.150907, -114.179038 51.150921, -114.178522 51.150941, -114.178135 51.150957, -114.177747 51.150973, -114.177274 51.150994, -114.176801 51.151016, -114.176286 51.151041, -114.17577 51.151067, -114.175212 51.151097, -114.174653 51.151128, -114.174053 51.151163, -114.173452 51.151199, -114.17298 51.151229, -114.172508 51.15126, -114.171924 51.151299, -114.171375 51.151337, -114.171172 51.151351, -114.170965 51.151365, -114.170498 51.151397, -114.170135 51.151421, -114.169824 51.151443, -114.169565 51.15146, -114.168976 51.151501, -114.168349 51.151543, -114.16799 51.151568, -114.167632 51.151592, -114.167215 51.151621, -114.166832 51.151647, -114.166449 51.151673, -114.166047 51.1517, -114.165348 51.151748, -114.164953 51.151775, -114.164558 51.151802, -114.164187 51.151827, -114.163525 51.151869, -114.163042 51.151898, -114.16256 51.151927, -114.162183 51.151947, -114.161866 51.151964))",2016,3217.63249338,55000
WOODPARK1,"MULTILINESTRING ((-114.108846 50.941454, -114.108846 50.941545, -114.108845 50.941563, -114.108864 50.941994, -114.108856 50.942567, -114.108867 50.943174, -114.10887 50.943806, -114.108877 50.944635, -114.108877 50.944907, -114.108877 50.944973, -114.108872 50.945576, -114.108873 50.945898, -114.108873 50.94611, -114.108883 50.946276, -114.10888 50.947014, -114.108881 50.947154, -114.108882 50.947271, -114.108883 50.94818, -114.108885 50.949038, -114.108893 50.950301, -114.108902 50.950343, -114.108915 50.950442, -114.108915 50.950489))",2016,1005.1323854,9000
GLENMORE11,"MULTILINESTRING ((-114.031085 50.991349, -114.030843 50.991205, -114.030443 50.990961, -114.030079 50.99073, -114.029998 50.990675, -114.029705 50.990481, -114.029354 50.99024, -114.029053 50.990025, -114.028901 50.989909, -114.028649 50.989721, -114.028219 50.989381, -114.027893 50.989112, -114.027532 50.988807, -114.027265 50.98858, -114.027043 50.988398, -114.026668 50.988085, -114.026411 50.987868, -114.026205 50.987692, -114.025928 50.987462, -114.025758 50.987318, -114.025633 50.987212, -114.025329 50.986959, -114.025201 50.986849, -114.025026 50.986703, -114.024893 50.98659, -114.024642 50.98638, -114.024207 50.986013, -114.024 50.98584, -114.023913 50.985766, -114.022994 50.984994, -114.022605 50.984667, -114.022139 50.984272, -114.021415 50.983656, -114.021166 50.983436))",2016,1123.89091126,68000
52STNE1,"MULTILINESTRING ((-113.958302 51.091358, -113.958301 51.091453, -113.958297 51.091872, -113.958299 51.092387, -113.958292 51.092912, -113.958298 51.093553, -113.958293 51.094109, -113.958291 51.095312, -113.958297 51.095963))",2016,512.214716013,31000
68STNE4,"MULTILINESTRING ((-113.935043 51.081476, -113.935039 51.081575, -113.935037 51.081793, -113.935034 51.082244, -113.935033 51.082717, -113.935033 51.08328, -113.935034 51.083554, -113.935031 51.083723, -113.935029 51.08414, -113.935035 51.084723, -113.935033 51.085408, -113.935034 51.086502))",2016,559.139216515,17000
4AVS12,"MULTILINESTRING ((-114.057842 51.04919, -114.0603 51.04926))",2016,172.570387525,40000
10STW3,"MULTILINESTRING ((-114.085907 51.052503, -114.085905 51.052953, -114.085901 51.054051))",2016,172.266164318,15000
COVENTRY2,"MULTILINESTRING ((-114.052403 51.157323, -114.052402 51.157428, -114.052402 51.157532, -114.052409 51.157671, -114.052417 51.157776, -114.052426 51.157906, -114.052434 51.15799, -114.052451 51.15814, -114.052463 51.158232, -114.052482 51.158347, -114.052499 51.158437, -114.052517 51.158522, -114.052547 51.158651, -114.052574 51.158754, -114.052619 51.158912, -114.052647 51.159, -114.05268 51.159095, -114.052714 51.159188, -114.052756 51.159296, -114.052794 51.159389, -114.052831 51.15947, -114.052884 51.159585, -114.052953 51.159725, -114.053002 51.159818, -114.053048 51.159902, -114.05311 51.160008, -114.053238 51.160216, -114.053272 51.160269, -114.053371 51.160411, -114.053429 51.160493, -114.053506 51.160596, -114.053577 51.160688, -114.053655 51.160781, -114.053706 51.160844, -114.05375 51.160895, -114.053805 51.160957, -114.05384 51.160997, -114.053864 51.161024, -114.053968 51.161137, -114.054082 51.161256, -114.054113 51.161289, -114.054143 51.161316, -114.054163 51.161336, -114.054212 51.161386, -114.054278 51.161448, -114.054348 51.161515, -114.054434 51.161593, -114.054504 51.161657, -114.054574 51.161719, -114.054666 51.161798, -114.054724 51.161848, -114.054808 51.161921, -114.054866 51.161966, -114.054968 51.162052, -114.055054 51.162123, -114.055147 51.162201, -114.05523 51.162271, -114.055316 51.16234, -114.055427 51.162433, -114.055508 51.162501, -114.055639 51.162608, -114.055722 51.162678, -114.055809 51.162749, -114.055884 51.162813, -114.055962 51.162879, -114.055995 51.162905, -114.056054 51.162954, -114.056095 51.162989, -114.056141 51.163027, -114.056199 51.163074, -114.056243 51.163111, -114.056271 51.163135))",2016,718.595163453,15000
SUNVAL0,"MULTILINESTRING ((-114.058234 50.906095, -114.058389 50.906056, -114.058829 50.905949, -114.059925 50.905679, -114.060585 50.905517, -114.061074 50.905394, -114.062137 50.905129))",2016,294.813569203,37000
SETONWY1,"MULTILINESTRING ((-113.957312 50.882437, -113.957221 50.882264, -113.957147 50.882129, -113.957072 50.881989, -113.957036 50.881916, -113.957006 50.881843, -113.956966 50.881756, -113.956912 50.881642, -113.956878 50.881559, -113.956846 50.881477, -113.956809 50.881375, -113.95678 50.881287, -113.95675 50.881186, -113.956724 50.881073, -113.956705 50.880986, -113.95669 50.880906, -113.95668 50.880834, -113.956673 50.880768, -113.956667 50.880728, -113.956665 50.880701, -113.956649 50.880601, -113.956648 50.880503, -113.956648 50.880409, -113.956657 50.880252, -113.956687 50.87992, -113.956716 50.879588, -113.956739 50.879392, -113.956774 50.879172, -113.956812 50.878981, -113.956876 50.878698, -113.956929 50.878509, -113.956996 50.8783, -113.957045 50.878136, -113.957105 50.87794, -113.95717 50.877724, -113.957223 50.87753, -113.957266 50.877349, -113.957306 50.877158, -113.957331 50.877021, -113.957349 50.87687, -113.957367 50.876721, -113.957376 50.876583, -113.957385 50.876444, -113.957404 50.875995, -113.957423 50.875546, -113.957426 50.8754, -113.957417 50.875209, -113.957394 50.874999, -113.957357 50.87477, -113.95731 50.874525, -113.957265 50.874328, -113.957231 50.874195, -113.957204 50.87409, -113.956143 50.871914, -113.953412 50.868395))",2016,1628.58656275,12000
BONA10,"MULTILINESTRING ((-114.068117 50.96496, -114.068085 50.96516, -114.068071 50.965328, -114.068081 50.966128, -114.068079 50.966182, -114.068081 50.966563, -114.068078 50.966606, -114.068081 50.96665, -114.068065 50.967066, -114.068073 50.96721, -114.06808 50.967248, -114.0681 50.967307, -114.068114 50.967346, -114.068136 50.967402, -114.06818 50.967479, -114.068218 50.967525, -114.068259 50.967583, -114.068388 50.967744, -114.068481 50.967854, -114.068573 50.967978, -114.068615 50.968037, -114.068639 50.968061, -114.068654 50.96809, -114.068664 50.968115, -114.068673 50.96814, -114.068688 50.968181, -114.068699 50.968222, -114.068707 50.968253, -114.068719 50.968305, -114.068724 50.968357, -114.06873 50.968397, -114.068735 50.968458, -114.068738 50.968526, -114.068768 50.968634, -114.068763 50.969927, -114.068764 50.970398, -114.06876 50.970583, -114.06876 50.970899, -114.068761 50.971035, -114.068765 50.971203, -114.068773 50.971442, -114.068772 50.971713, -114.06877 50.971906, -114.068759 50.971982, -114.068738 50.972133, -114.068723 50.97222, -114.06872 50.972253))",2016,821.060255759,11000
52STNE3,"MULTILINESTRING ((-113.958318 51.071686, -113.958314 51.07198, -113.958312 51.072448, -113.958311 51.073317, -113.958312 51.073619, -113.958313 51.073689, -113.958313 51.073913, -113.958314 51.074016, -113.958311 51.074651, -113.958311 51.075512, -113.958316 51.076055, -113.958316 51.076222, -113.958315 51.076323, -113.958312 51.076984, -113.95831 51.078278, -113.958307 51.079172, -113.958308 51.079954, -113.958314 51.080324, -113.958346 51.080948, -113.958346 51.081175, -113.958325 51.081464))",2016,1087.74279843,33000
7STW_2,"MULTILINESTRING ((-114.078591 51.048854, -114.078657 51.047884))",2016,108.055203882,5000
144AVNW8,"MULTILINESTRING ((-114.071304 51.183369, -114.071689 51.183369, -114.072074 51.183368, -114.072445 51.183367, -114.072815 51.183366, -114.073498 51.183365, -114.073936 51.183364, -114.074344 51.183363, -114.074752 51.183362, -114.07516 51.183361, -114.075568 51.18336, -114.075977 51.183359, -114.076385 51.183358, -114.076793 51.183357, -114.077201 51.183357, -114.077563 51.183356, -114.077925 51.183355, -114.078288 51.183354, -114.07865 51.183353, -114.079012 51.183353, -114.079374 51.183352, -114.079736 51.183351, -114.080099 51.18335, -114.080461 51.183349, -114.080823 51.183349, -114.081185 51.183348, -114.081547 51.183347, -114.08191 51.183346, -114.082272 51.183345, -114.082634 51.183345, -114.082996 51.183344, -114.083358 51.183343, -114.083721 51.183342, -114.084083 51.183341, -114.084445 51.18334, -114.084807 51.18334, -114.085169 51.183339, -114.085532 51.183338, -114.085894 51.183337, -114.086256 51.183336, -114.086618 51.183335, -114.08698 51.183335, -114.087343 51.183334, -114.087705 51.183333, -114.088067 51.183332, -114.088429 51.183331, -114.088791 51.183331, -114.089154 51.18333, -114.089516 51.183329, -114.089878 51.183328, -114.09024 51.183327, -114.090602 51.183326, -114.090965 51.183326, -114.091327 51.183325, -114.091689 51.183324, -114.092051 51.183323, -114.092413 51.183322, -114.092776 51.183321, -114.093138 51.18332, -114.0935 51.18332, -114.093862 51.183319, -114.094224 51.183318, -114.094587 51.183317))",2016,1627.75187822,1000
FALCBV3,"MULTILINESTRING ((-113.958297 51.095963, -113.958297 51.096037, -113.958294 51.096153, -113.958284 51.096822, -113.958285 51.097538, -113.958285 51.098151, -113.958285 51.098846, -113.958281 51.099457, -113.958274 51.099655, -113.958267 51.099744, -113.958256 51.099831))",2016,430.338619141,39000
JLBV0,"MULTILINESTRING ((-114.197083 51.128721, -114.19682 51.128607, -114.196514 51.128474, -114.196244 51.128361, -114.196056 51.128285, -114.195973 51.128257, -114.195788 51.128197, -114.195633 51.128142, -114.195456 51.128073, -114.195244 51.127983, -114.194986 51.127868, -114.19471 51.127748, -114.194593 51.127694, -114.194537 51.127664, -114.194473 51.127633))",2016,219.398245386,17000
BEDDING3,"MULTILINESTRING ((-114.081632 51.138162, -114.08149 51.138115, -114.081103 51.137983, -114.080412 51.137753, -114.079936 51.137597, -114.079565 51.13748, -114.078923 51.137277, -114.078258 51.137075, -114.077693 51.136903, -114.077028 51.136701, -114.07674 51.136611, -114.076524 51.136539, -114.076304 51.136463, -114.076109 51.136391, -114.075914 51.136311, -114.075703 51.13622, -114.075541 51.136146, -114.075346 51.136055, -114.075164 51.135963, -114.07476 51.135755, -114.074379 51.135557, -114.074004 51.135364, -114.073763 51.135239, -114.073381 51.135047, -114.07307 51.134898, -114.072517 51.134642, -114.072145 51.134476, -114.07189 51.134364, -114.071557 51.134223, -114.071261 51.134102, -114.071051 51.13402, -114.070993 51.133996), (-114.081342 51.138304, -114.081488 51.138355))",2016,892.3702463,50000
GLENMORE14,"MULTILINESTRING ((-113.998066 50.979451, -113.997603 50.97944, -113.997501 50.979436, -113.997395 50.979431, -113.997304 50.979427, -113.997192 50.979418, -113.997134 50.979412, -113.997039 50.9794, -113.996937 50.979385, -113.996851 50.979368, -113.996769 50.979352, -113.99671 50.979338, -113.99667 50.979327, -113.996656 50.979322, -113.99656 50.979295, -113.996473 50.979264, -113.996359 50.979227, -113.996276 50.979195, -113.996185 50.979157, -113.996106 50.979125, -113.996029 50.979091, -113.995937 50.979051, -113.995827 50.979002, -113.995709 50.97895, -113.995561 50.978885, -113.99548 50.97885, -113.995412 50.978823, -113.995347 50.978799, -113.995295 50.97878, -113.995237 50.978761, -113.995156 50.978734, -113.995088 50.978714, -113.995014 50.978693, -113.99493 50.978671, -113.994849 50.978653, -113.994776 50.978639, -113.9947 50.978627, -113.994606 50.978615, -113.994502 50.978601, -113.994393 50.978591, -113.994299 50.978585, -113.994185 50.978579, -113.994057 50.978576, -113.993904 50.978574, -113.993751 50.978575, -113.993558 50.978574, -113.992941 50.978574, -113.99144 50.97858, -113.990587 50.978584, -113.988979 50.978593, -113.987996 50.978601, -113.987251 50.978607, -113.987041 50.978618, -113.986896 50.978636, -113.986649 50.978681, -113.986231 50.978798, -113.98612 50.978835, -113.985981 50.978885, -113.985778 50.97896, -113.985616 50.979021, -113.985488 50.979067, -113.985393 50.979099, -113.985297 50.979129, -113.985241 50.979146, -113.985144 50.979173, -113.985 50.97921, -113.984863 50.979244, -113.984753 50.979271, -113.984612 50.979299, -113.984505 50.979317, -113.984386 50.979336, -113.984258 50.979352, -113.984135 50.979368, -113.983961 50.979384, -113.983755 50.979399, -113.983609 50.979406, -113.98348 50.979409, -113.983376 50.97941, -113.983235 50.979409, -113.982749 50.979411, -113.981952 50.979408))",2016,1173.01926037,32000
14STNW9,"MULTILINESTRING ((-114.094721 51.05747, -114.094713 51.057827, -114.094727 51.058895, -114.094725 51.05966, -114.094719 51.060816, -114.094677 51.060871, -114.094651 51.060924, -114.09464 51.060998, -114.094623 51.061144, -114.094612 51.061375, -114.094611 51.061859, -114.094609 51.062345, -114.094598 51.062592, -114.09459 51.062785, -114.094582 51.062886))",2016,603.582284724,39000
46AVSE1,"MULTILINESTRING ((-114.048534 51.01116, -114.048396 51.011158, -114.048278 51.011159, -114.048156 51.011163, -114.048047 51.011165, -114.047943 51.011169, -114.047884 51.011172, -114.047615 51.011181, -114.047267 51.011201, -114.047102 51.011211, -114.046775 51.011224, -114.046507 51.01124, -114.046353 51.011255, -114.046276 51.011273, -114.046254 51.011283, -114.046233 51.011309, -114.046221 51.011325, -114.04599 51.011347, -114.045918 51.011357, -114.0456 51.0114, -114.045092 51.01147, -114.044681 51.011529, -114.04415 51.011612, -114.043576 51.011695, -114.043544 51.011699, -114.043047 51.011771, -114.042549 51.011847, -114.042028 51.011924, -114.041461 51.012009, -114.041023 51.012072, -114.040771 51.01211, -114.040485 51.012151, -114.040282 51.012175, -114.040109 51.012188, -114.039922 51.012195, -114.039522 51.012193, -114.039124 51.012186, -114.038744 51.012182, -114.038224 51.012178, -114.037336 51.012207, -114.037069 51.012195, -114.036772 51.012133, -114.036479 51.01205, -114.036202 51.011935, -114.035958 51.011767))",2016,912.63792582,8000
VALRDBV3,"MULTILINESTRING ((-114.249273 51.092186, -114.249994 51.093651, -114.250804 51.094872, -114.25239 51.096368, -114.255927 51.097751, -114.258036 51.097948, -114.259663 51.098174, -114.261428 51.098837))",2016,1219.61544531,3000
EASTHLLSBVSE1,"MULTILINESTRING ((-113.908209 51.040353, -113.908665 51.040253, -113.909133 51.040161, -113.910093 51.040109, -113.91102 51.040105))",2016,200.804883488,8000
4AVSWCON,"MULTILINESTRING ((-114.083493 51.049911, -114.084173 51.049931, -114.084544 51.049947, -114.084639 51.049943, -114.084746 51.049935, -114.084844 51.04992, -114.084961 51.049896, -114.085078 51.049863, -114.085833 51.049631, -114.08654 51.049407, -114.086974 51.049271, -114.087226 51.049204, -114.087535 51.049106, -114.088325 51.048858, -114.08886 51.048683, -114.089651 51.048438, -114.090095 51.048287, -114.090288 51.04822, -114.090517 51.048136, -114.090753 51.048044, -114.090958 51.047957, -114.091139 51.047882, -114.091707 51.047638, -114.092027 51.047508, -114.092294 51.047404, -114.092493 51.047332, -114.092684 51.047272, -114.092877 51.04722, -114.093074 51.047175, -114.093236 51.047145, -114.093391 51.04712, -114.093563 51.047098, -114.093723 51.047084, -114.093986 51.047071, -114.094239 51.047063, -114.095087 51.047065, -114.095295 51.047069, -114.095472 51.047074, -114.09562 51.047087, -114.095817 51.047106, -114.096051 51.047142, -114.096327 51.047194, -114.096525 51.04723, -114.09673 51.047268, -114.096887 51.047289, -114.097145 51.047316))",2016,1039.1761555,11000
NSEHILL3,"MULTILINESTRING ((-114.209044 51.113947, -114.208836 51.114179, -114.208413 51.114579, -114.207933 51.115028, -114.207154 51.115741, -114.206946 51.115909, -114.206934 51.115941, -114.206916 51.115969, -114.206905 51.115985, -114.206887 51.116005, -114.206872 51.116022, -114.206852 51.116041, -114.20682 51.116068, -114.206798 51.116087, -114.206783 51.1161))",2016,287.566720547,15000
SCACRE2,"MULTILINESTRING ((-114.21463 51.119286, -114.21443 51.119325, -114.214242 51.119357, -114.214034 51.119386, -114.21392 51.119399, -114.213721 51.119421, -114.213549 51.119434, -114.213348 51.119447, -114.213105 51.119458, -114.212727 51.119461, -114.211959 51.119463, -114.211682 51.119464, -114.211034 51.119467))",2016,253.807388041,4000
NORTHMT3,"MULTILINESTRING ((-114.117392 51.089301, -114.117266 51.089275, -114.116984 51.089211, -114.116716 51.089148, -114.116416 51.089086, -114.116241 51.089052, -114.116149 51.089031, -114.116034 51.089005, -114.115866 51.088967, -114.115742 51.088942, -114.11555 51.088904, -114.115396 51.088869, -114.115182 51.088825, -114.115061 51.0888, -114.114506 51.088683, -114.113886 51.088552, -114.112697 51.088301, -114.111524 51.088054, -114.110931 51.087928, -114.110344 51.087805, -114.109754 51.087679, -114.109125 51.087547))",2016,611.230537132,16000
RICHMOND4,"MULTILINESTRING ((-114.152818 51.018839, -114.151774 51.019139, -114.149524 51.01979, -114.147763 51.020302, -114.146834 51.020575, -114.146399 51.020714, -114.145415 51.02101, -114.145297 51.021036, -114.145243 51.021048, -114.145042 51.021093, -114.144875 51.021144, -114.143685 51.021536, -114.142954 51.021781, -114.142642 51.021893, -114.142571 51.021917, -114.141944 51.022132, -114.141731 51.022203, -114.141217 51.022375))",2016,904.511683055,23000
FAIRMOUNT3,"MULTILINESTRING ((-114.059941 50.979566, -114.059936 50.9802, -114.059932 50.980602, -114.05994 50.980992, -114.059933 50.981388, -114.059933 50.982168, -114.059939 50.982352, -114.059964 50.982529, -114.06 50.982681, -114.060054 50.982836, -114.060144 50.982994, -114.060228 50.983157, -114.060324 50.983327, -114.060408 50.983482, -114.060444 50.983622, -114.060468 50.983777, -114.060488 50.983973, -114.060485 50.984179, -114.060472 50.984348, -114.060434 50.984504, -114.060396 50.98467, -114.060332 50.984839, -114.060249 50.984976, -114.060156 50.985104, -114.06006 50.985231, -114.059966 50.985363, -114.059915 50.98545, -114.059891 50.985525, -114.059876 50.985609, -114.059875 50.98568, -114.059878 50.985724, -114.059889 50.985771, -114.059913 50.985823, -114.059943 50.985875, -114.059989 50.985943, -114.060063 50.986016, -114.060105 50.986057, -114.060165 50.9861, -114.060306 50.986179, -114.060693 50.986375, -114.061015 50.98656, -114.061426 50.986821, -114.062006 50.987196, -114.062798 50.987717, -114.062943 50.987809, -114.063095 50.987906, -114.063225 50.987998, -114.06327 50.98803, -114.06335 50.988088, -114.063449 50.988164, -114.063533 50.988231, -114.063599 50.988296))",2016,1088.55269169,5000
16AV/TCH14,"MULTILINESTRING ((-114.014025 51.067037, -114.016364 51.067039, -114.019037 51.067043, -114.020131 51.067058, -114.020887 51.067082, -114.021705 51.067126, -114.022348 51.067165, -114.023462 51.067258, -114.024121 51.067311, -114.024638 51.067344, -114.025404 51.067381, -114.025817 51.067397, -114.026271 51.067414))",2016,860.388092834,83000
37STSW_22X,"MULTILINESTRING ((-114.132418 50.921427, -114.140298 50.921222, -114.14029 50.892852))",2016,3710.30913265,7000
FAIRMOUNT2,"MULTILINESTRING ((-114.063599 50.988296, -114.063685 50.988401, -114.063753 50.988545, -114.063781 50.988688, -114.063791 50.988798, -114.063791 50.988872, -114.063794 50.989393, -114.063804 50.99204, -114.063811 50.993062, -114.063814 50.993259, -114.063821 50.993511, -114.06382 50.993825))",2016,617.332936952,17000
