YEAR,SECNAME,Shape_Leng,VOLUME,multilinestring
2018,25AVS4,472.1463426,17000,"MULTILINESTRING ((-114.04371417497114 51.028285085957975, -114.0438731180054 51.028353506783986, -114.04397047229526 51.02838056173232, -114.04415411839524 51.02843269332374, -114.04483915472356 51.02863295984899, -114.04526951312388 51.028755035771475, -114.04591988220332 51.02893694060296, -114.04645510898132 51.029088742282035, -114.0466223218108 51.029136166786344, -114.04664796678152 51.02916612840512, -114.04667543544514 51.029199262674204, -114.04670106194344 51.0292192852123, -114.04672973197322 51.02923493570765, -114.04676388796715 51.02924803450552, -114.04692306012045 51.02929422840085, -114.04719548362532 51.0293720005668, -114.04758183700059 51.02947879774199, -114.04777616706838 51.02952745912487, -114.04790667129022 51.029558729610244, -114.04802965751776 51.029586282179224, -114.04815710772928 51.029611361495114, -114.04824725140793 51.02962805065673, -114.04833907385634 51.02964137239035, -114.0484782375098 51.029664092991815, -114.04861010496624 51.02968534843524, -114.04873519696632 51.02970417842211, -114.04884159512024 51.02971755750883, -114.04896352247788 51.02973234228419, -114.04907607603249 51.02974391433409, -114.0491745192902 51.02975304430286, -114.04927747490089 51.029761093515305, -114.04941546841201 51.029768559674324, -114.04951074519032 51.02977202535393, -114.04960872546037 51.029771983803116, -114.04977506566058 51.02977136649737, -114.04991138394892 51.02977063682294))"
2018,25STSE1,228.3586362,11000,"MULTILINESTRING ((-113.99924029034077 51.015283713971925, -113.99923930989947 51.01510532079628, -113.99924096216014 51.014986938003716, -113.99923012073826 51.01431675615811, -113.99922510341833 51.01394100308231, -113.99922588910454 51.01365740067156, -113.99923144416796 51.01339953782102, -113.99925233315933 51.01323141375712))"
2018,25STSE1A,507.5275554,9000,"MULTILINESTRING ((-113.99927628322844 51.013237882954854, -113.99928483089927 51.01314902710488, -113.99929383322988 51.01305434857379, -113.99930483506397 51.01295020111483, -113.99931879685417 51.01283890319731, -113.99934380014625 51.01272465758886, -113.99937577236417 51.012579090708094, -113.99940172884466 51.01245751481818, -113.99944469120754 51.01227979151306, -113.99947467191997 51.01214051923103, -113.99949168085244 51.01206676981917, -113.99949864848843 51.01201907005741, -113.9995096491862 51.01195595103481, -113.99952365263323 51.011874527024844, -113.99953165375541 51.01178868450929, -113.99953664494566 51.01172269771624, -113.99954064570984 51.011657053429126, -113.99954164674065 51.01159141002836, -113.9995416228973 51.01155261371496, -113.99954162343238 51.011498330699744, -113.9995395320871 51.01143589573916, -113.99953462360547 51.0113573699511, -113.99952862344468 51.011290464353195, -113.9995226245512 51.011240599790405, -113.9995136246682 51.01117937392425, -113.99950262407121 51.0111175169653, -113.99949662374827 51.011072701962036, -113.99947665582602 51.01098150769543, -113.99945965457918 51.010916494389676, -113.99944165439297 51.010855268472575, -113.99941968862879 51.01077721635081, -113.99939669825153 51.01070673811301, -113.9993686976648 51.01063036344236, -113.99935069753285 51.01058176096555, -113.99933437739615 51.01054248449912, -113.99916412408014 51.010133346546205, -113.99903662542523 51.009834108824194, -113.99893275700326 51.00961777588454, -113.9989284637701 51.0096069881004, -113.99885721236733 51.0094040151032, -113.9987595279527 51.00916212588439, -113.99865411941818 51.00888498572659, -113.9985997068061 51.00875605084212))"
2018,26AVNE0,246.0542535,8000,"MULTILINESTRING ((-113.98865037685222 51.07786462390223, -113.98671867682587 51.07787606115093, -113.98661782925569 51.077900855778765, -113.98646095820558 51.07790740018468, -113.98627607327569 51.07790982022479, -113.9858694459768 51.07791037589028, -113.9852842296387 51.07790986409609, -113.98514686459445 51.07790926329432))"
2018,26AVNE1,550.2000487,5000,"MULTILINESTRING ((-113.97405440377578 51.077885741751246, -113.97806223665819 51.077880161859504, -113.97916857336338 51.07788246601486, -113.98068315072832 51.07787542555886, -113.98071725414353 51.07789150024514, -113.98076911895272 51.07790780528339, -113.98082497871614 51.07791596360527, -113.98149745615478 51.07791476756601, -113.98189006301614 51.077912790182815))"
2018,26AVS1,394.3088242,9000,"MULTILINESTRING ((-114.14111652239335 51.03003298388214, -114.14044639040868 51.03004853705542, -114.13973438925821 51.03004895814244, -114.1390305399453 51.03005182569164, -114.13832988747356 51.03004965994131, -114.1376139764118 51.03004594014449, -114.13690844934116 51.03004986397317, -114.13619761280293 51.03005074310031, -114.13549574536644 51.03005035882747))"
2018,26AVS2,1030.51754,9000,"MULTILINESTRING ((-114.13549574536644 51.03005035882747, -114.13478202580305 51.030056503383676, -114.13407331165841 51.0300573078095, -114.1333658695795 51.03005776847078, -114.13265422096246 51.0300628836236, -114.13194971036401 51.03005549061634, -114.13123716126219 51.0300562803747, -114.13040368600038 51.03005455240164, -114.12956919381699 51.030052635321795, -114.1288310864466 51.03005191947399, -114.12811065804802 51.030052725824554, -114.12737138836515 51.030051839317, -114.12664068692885 51.03005837967304, -114.12591171699997 51.030060558954894, -114.12518294146525 51.030062422435726, -114.12445202732665 51.0300621081274, -114.12372610148363 51.03006395858965, -114.12299232040328 51.03005717005474, -114.12226538083722 51.030054632699326, -114.12153273525942 51.03005724339377, -114.12080502738381 51.03005306431424))"
2018,26AVS3,398.9534982,11000,"MULTILINESTRING ((-114.12080502738381 51.03005306431424, -114.1207731755432 51.030071407578205, -114.120739629215 51.030081199726624, -114.12071514843026 51.03008772910749, -114.12068975109793 51.03009046575114, -114.12065436600996 51.03009104437111, -114.12056545207085 51.03009276238093, -114.12043148164 51.03009614941455, -114.1202772363022 51.0300963082638, -114.12013206354743 51.0300964575837, -114.11997600480441 51.03009715998195, -114.11959113420176 51.03009756075328, -114.11935976753945 51.03009888145074, -114.11921459897863 51.03010011379168, -114.1190667171793 51.030105685376746, -114.11893516579109 51.030110155092295, -114.11885442458112 51.03011457389516, -114.11873649176678 51.030122282030995, -114.11858329433207 51.03013312101018, -114.11852800193542 51.03013651050476, -114.11842272355933 51.03014508558632, -114.1182486090551 51.03015917444208, -114.11809576218236 51.03017566069321, -114.11796518426733 51.030189704224824, -114.11781436912574 51.03020860810012, -114.11763926049152 51.030230560392496, -114.11748210124122 51.03025009141709, -114.1173569665873 51.030264953157655, -114.11721139544238 51.0302825807353, -114.11697010812549 51.03030987267163, -114.11676183964703 51.03033047600622, -114.11649715314955 51.0303577948365, -114.11634856357884 51.030373238038315, -114.11620924389064 51.030383782303794, -114.11606226285859 51.03039433401201, -114.11594173786985 51.03039778345227, -114.11582957581076 51.03040247315734, -114.11572716030763 51.03040299084518, -114.11561080469365 51.03039935188522, -114.11548753709289 51.030408672084846, -114.11536026223591 51.03041578462939, -114.11517400896213 51.030419896858504))"
2018,26AVS4,1437.314579,8000,"MULTILINESTRING ((-114.11517400896213 51.030419896858504, -114.11437583542971 51.03042418315747, -114.11191781984851 51.03042652698048, -114.10946112264205 51.0304288187688, -114.1071956821713 51.03043087554931, -114.1070013728341 51.03043105002197, -114.10454434110748 51.030432474629116, -114.10447784869369 51.03043253229386, -114.1040555453837 51.03043290097644, -114.10341951287931 51.03043345386944, -114.10281060993118 51.030433978538454, -114.10207436901466 51.03043461042584, -114.10171464046724 51.03043491687706, -114.09960389624261 51.03043670073911, -114.09942438051458 51.03043685090337, -114.09823286997883 51.030437842327565, -114.09714247589018 51.03043873759679, -114.09708946983821 51.030438780745826, -114.0959174345921 51.03043973148283, -114.094683370464 51.03044072073692))"
2018,2STSW2,627.3335476,7000,"MULTILINESTRING ((-114.06853368399678 51.03783124745935, -114.06846860702883 51.038729270267034, -114.06839946638905 51.03968333193672, -114.06833118244747 51.040625542631254, -114.06826289575156 51.04156775133627, -114.0681930746223 51.04253121787733, -114.06815617221025 51.042981812234025, -114.06812654675015 51.043464946946095))"
2018,26AVSE1,346.4011927,18000,"MULTILINESTRING ((-114.03212311720499 51.03016868962408, -114.03216289172863 51.030205540279326, -114.03218715985506 51.030230022591674, -114.0322134091787 51.03025387327202, -114.03227162902937 51.03030173305257, -114.03233011209694 51.03034866858405, -114.03239745046974 51.030394483305784, -114.03247718684476 51.030439177117046, -114.03258041282227 51.03048304176479, -114.03261892388882 51.030496149772276, -114.03268979050151 51.03052072324473, -114.03279412053028 51.03054875733428, -114.03287270022284 51.0305636195953, -114.03295807175144 51.030576601928416, -114.0330198895177 51.030582159924805, -114.03310525450324 51.03058585213915, -114.03337064747568 51.03058896352721, -114.03440020125558 51.03058949746017, -114.03619513961861 51.03059204690543, -114.03632333588439 51.03059316680951, -114.03644023511546 51.03059201209204, -114.03656953533634 51.030591971703394, -114.0366974981437 51.03058990619978, -114.0367413414097 51.03058744631188, -114.0368043314452 51.030585722034054))"
2018,26AVSE2,315.5445172,14000,"MULTILINESTRING ((-114.04127965607722 51.03053107052578, -114.04098283195026 51.03050030147568, -114.04064394361937 51.03046126224857, -114.04023820812856 51.03043676352903, -114.03985218486709 51.03042522350405, -114.03959792744641 51.03042822800542, -114.03917495184626 51.03045171425523, -114.03855551280455 51.030488395290334, -114.03769904879005 51.03053824421988, -114.03724631026441 51.030564058735585, -114.03714624616367 51.03057031329257, -114.03704102352509 51.03057583044112, -114.03695993244013 51.03057951224836, -114.03687980791818 51.030583193694355, -114.0368043314452 51.030585722034054))"
2018,26STSE1,384.4055335,13000,"MULTILINESTRING ((-113.99922832864497 51.018738560296605, -113.99923811815124 51.015994559081626, -113.99921502400917 51.01551816183223, -113.99921751771787 51.01545324306401, -113.99922638455598 51.01539975933556, -113.99923386619156 51.01534175104137, -113.99924029034077 51.015283713971925))"
2018,26STSE1A,490.8139121,9000,"MULTILINESTRING ((-113.99905623836854 51.023136038005745, -113.99916226659306 51.02251198357699, -113.99921528588554 51.02178763428926, -113.99922661173372 51.020762683794075, -113.99922684932469 51.020360562374385, -113.99922719499777 51.0202298960574, -113.99922634474757 51.02001892410336, -113.99922763516274 51.01973058618087, -113.99922842331864 51.01956079636514, -113.99922742975119 51.01939769492319, -113.99922308669422 51.018728112347404))"
2018,26STSE2,793.3194886,10000,"MULTILINESTRING ((-113.99561366779861 51.03748471119147, -113.9956273222998 51.03723536046437, -113.99563709829602 51.03713906268426, -113.99565372009792 51.0370379277748, -113.9956664988666 51.037001870382205, -113.99570226467925 51.036920386855655, -113.99572381471812 51.03687226554024, -113.99574440719334 51.03683281030002, -113.99578075769948 51.03676289746962, -113.99581933389759 51.03669184300909, -113.99586038847121 51.036615970119094, -113.99589319030423 51.03654022367936, -113.99590933722311 51.0364637206101, -113.99591235298021 51.03638074446194, -113.99588427364223 51.03627861996142, -113.9958836061958 51.03624835955341, -113.99586746039756 51.03615233051422, -113.99583967935074 51.03606542475131, -113.99581248100962 51.036000418023995, -113.9954630499044 51.03522862619866, -113.99483228022707 51.03384455446281, -113.99438660537352 51.03255199201766, -113.9943516908098 51.03218382672167, -113.99435920659157 51.030566298001965, -113.99437095307333 51.03050139882993))"
2018,26STSE3A,685.5246678,7000,"MULTILINESTRING ((-113.99520529672434 51.028687262194246, -113.99529446534189 51.02852692323299, -113.99540823304044 51.0283058965714, -113.99552198540127 51.02808486979008, -113.9956357509355 51.02786384289014, -113.9956835583229 51.027768418371664, -113.99576522709125 51.02761787884856, -113.99585657574532 51.02745559898185, -113.99601346382548 51.02719348101766, -113.99615083213435 51.02696374330731, -113.9962737410679 51.0267756904873, -113.99640771215735 51.026571788923654, -113.9964914559405 51.026444667254204, -113.9965451033133 51.0263672939762, -113.99661264945779 51.02628502165616, -113.99670793790062 51.02616854403731, -113.99680660331347 51.0260660724799, -113.99687428999964 51.02600025127273, -113.99696308873594 51.02592224045872, -113.99704837980465 51.025854954274024, -113.99724742890407 51.02570549534287, -113.99750897185648 51.025512329191244, -113.99771008476374 51.025366375514835, -113.9979150453772 51.02521559405453, -113.99813401766757 51.02504630253236, -113.9983614992178 51.02485153372408, -113.99841854765114 51.024798072384485, -113.99849672208869 51.02471443265248, -113.99856642882503 51.02463959374252, -113.99861027716264 51.02458559275885, -113.99866594301757 51.024507265591495, -113.99870468835243 51.024441982358425, -113.99874292081462 51.024362135687724, -113.99879227220649 51.02425663233041, -113.9988147811473 51.024204402027614, -113.99884112742001 51.024090117208765, -113.99886310967649 51.02406102654517, -113.99888429511262 51.02403105577169, -113.99890328970606 51.02399831882293, -113.99891863095021 51.02396373713733, -113.99892885908943 51.023932843903474, -113.99893826053979 51.02389886896944, -113.99894702805322 51.0238476885169, -113.99896449860896 51.02369343418633, -113.99897979364474 51.02354941917328, -113.99900313091749 51.02333062734922, -113.9990202846285 51.023245192352086, -113.99904116743525 51.0231447094118))"
2018,27AVNE2,445.4463741,8000,"MULTILINESTRING ((-114.02529066377612 51.076898003639, -114.02228858616044 51.07690700550327, -114.01893415231397 51.07688380121251))"
2018,27AVNE3,510.4913949,9000,"MULTILINESTRING ((-114.01893415231397 51.07688380121251, -114.01659343854652 51.07688135029772, -114.01584820243684 51.07688056012373, -114.01455002828068 51.07687917278431, -114.0131494880247 51.076889408046824, -114.01305047515297 51.07689013112452, -114.01201085336965 51.07689771747714, -114.01164938196489 51.0769003529725))"
2018,27AVNE4,469.3756084,11000,"MULTILINESTRING ((-114.01164938196489 51.0769003529725, -114.010254366922 51.07688258429835, -114.00904414213232 51.07686715540797, -114.008218661099 51.07686977122189, -114.0072732564234 51.076872760003454, -114.00707928564742 51.07685159940791, -114.00697788212166 51.076840626404035, -114.00690413514347 51.07683158985791, -114.00684677575839 51.07682771777878, -114.00675459381779 51.07682578586432, -114.00653540407762 51.07682063195192, -114.00628417286251 51.076815476658396, -114.00607112851661 51.0768135506393, -114.00580072698838 51.07681291890954, -114.00555900328021 51.076810992477725, -114.00508804443466 51.07681087728013, -114.00495817735552 51.07681128739583))"
2018,27AVNE5,239.7196445,17000,"MULTILINESTRING ((-114.00495817735552 51.07681128739583, -114.00457485796991 51.07681249505637, -114.00261355485273 51.07680550025099, -114.00181994322942 51.076803738038656, -114.00153730487771 51.07680310922322))"
2018,28STNE1,286.5757212,7000,"MULTILINESTRING ((-113.9933304783596 51.05239170345225, -113.99331949016857 51.05209423563925, -113.99331766281028 51.0517988665353, -113.99330644042023 51.05135653828581, -113.99329974489461 51.05117311339307, -113.99329308275182 51.05096629633678, -113.99328305650043 51.05087537639465, -113.99327470094195 51.05081043325193, -113.99325965028788 51.05075747841754, -113.99322126342906 51.05067521662894, -113.99317108368768 51.05057929874742, -113.99311719328229 51.050510876594565, -113.99311755537977 51.05047351442338, -113.99310554017728 51.050429289665956, -113.9930935216923 51.05039769996434, -113.99298254739388 51.0502860967139, -113.99287580757797 51.05019652293427, -113.99268767371174 51.05005940902438, -113.99253473529372 51.04996117043045))"
2018,28STNE2,228.9646752,8000,"MULTILINESTRING ((-113.9933304783596 51.05239170345225, -113.99331855360737 51.05277463611492, -113.99331746437001 51.05295971911463, -113.99332124403473 51.05361467975188, -113.99331731146158 51.05386359136506, -113.99332956745978 51.054344111400525, -113.99333014705753 51.05444987726505))"
2018,28STNE3,227.7158906,8000,"MULTILINESTRING ((-113.99333014705753 51.05444987726505, -113.99333121186275 51.05502071180673, -113.99333026728482 51.05549951305775, -113.99332990330036 51.055958002039944, -113.99332981730834 51.0564969777174))"
2018,28STNE4,230.8558004,7000,"MULTILINESTRING ((-113.99332981730834 51.0564969777174, -113.99330618310248 51.05677250932226, -113.99329390858661 51.05684208091726, -113.99328754049908 51.057723481520675, -113.99329237789182 51.057800657584636, -113.9932936839261 51.05802210304974, -113.99329389272545 51.05857140323653))"
2018,28STSE1,156.6824508,16000,"MULTILINESTRING ((-113.99253473529372 51.04996117043045, -113.99183672303572 51.04948279396392, -113.99173031790954 51.049418630407125, -113.99161986017135 51.04935243028939, -113.991340771582 51.04915529761677, -113.9910417555411 51.04891487990894))"
2018,28STSE10,190.1848554,9000,"MULTILINESTRING ((-113.99310498404071 51.03958314574816, -113.99310501582178 51.03934980533052, -113.99309719400428 51.039153466216774, -113.99307929469474 51.038704241456, -113.99307635943549 51.03866179261743, -113.9930792995047 51.03862409610443, -113.99307492306053 51.03844525839997, -113.99306432353633 51.03826117210864, -113.99305201778158 51.03787394267712))"
2018,29STNW1,447.7539182,21000,"MULTILINESTRING ((-114.13073131528336 51.06459165540274, -114.13067492930601 51.06469771878201, -114.13059487688521 51.06483354922134, -114.13052560133403 51.06493646074852, -114.13042374803976 51.06505037872351, -114.13033701117179 51.06512862927557, -114.13024594470488 51.06521374013616, -114.13010428258873 51.06534959570468, -114.12981182477935 51.0656232834069, -114.12965687601258 51.06579231979523, -114.12949181337143 51.06599043628676, -114.12945047563146 51.066044125437855, -114.12941670266197 51.066094887242016, -114.12937340697312 51.06616074969361, -114.12932148407467 51.066251301108714, -114.12929124265675 51.066321261875444, -114.12925292617724 51.06640567981505, -114.12923104478686 51.066493424641884, -114.12921822163541 51.066572964436574, -114.12919167531471 51.06673577034633, -114.1291714885955 51.066949607361, -114.12915477473238 51.06716714967881, -114.12915767029442 51.06742628904978, -114.12915512144667 51.06800229535243, -114.12915719422372 51.06837641657233))"
2018,29STNW2,1071.175213,9000,"MULTILINESTRING ((-114.12961582704914 51.05536549257854, -114.12953338605887 51.05546163644232, -114.12951471150177 51.0555055323689, -114.12950168866605 51.05555416590651, -114.12950023978858 51.05584066721909, -114.12950507003379 51.056003440535186, -114.12950834032691 51.05644968751454, -114.12951709957588 51.05690972400058, -114.12950671242825 51.057367447933274, -114.12949687262555 51.05780105720409, -114.12950411988903 51.0582605522804, -114.12951112922843 51.05870527208604, -114.12950454301703 51.059153692703944, -114.12949791935564 51.05960458370203, -114.12952274168792 51.06018826015322, -114.12953173100823 51.06029382629076, -114.12956464209586 51.060403480505094, -114.12960819365937 51.06051098245995, -114.1296475008849 51.0605753825299, -114.12971515722711 51.06067265707699, -114.12977621258868 51.06074114576005, -114.12985685488974 51.06081783913932, -114.12994400288923 51.060889040606384, -114.13039866940967 51.061218302126015, -114.13052499701197 51.061307285143535, -114.13062741048398 51.06139492291945, -114.13072768743243 51.061496274102566, -114.13081712033899 51.06160586381959, -114.13089333244481 51.06173379649524, -114.1309436378415 51.061843430817085, -114.13097003385964 51.06195309100715, -114.1309899835882 51.062090181526855, -114.131001317149 51.06225470391023, -114.13101703086444 51.062513878535626, -114.13103496659235 51.062736371740584, -114.13105432564 51.063063740887664, -114.13106808021857 51.063316012671116, -114.13107507514988 51.063483281738684, -114.13106849954292 51.06356100514513, -114.13104513859737 51.063658135473176, -114.13102362780909 51.063739055276656, -114.13101522269253 51.06384189977049, -114.13098643310568 51.06396279956095, -114.13095743246582 51.06407721170588, -114.13091863482286 51.06419517226401, -114.13086898414792 51.06431862957821, -114.13080416521113 51.06445992773537, -114.13073131528336 51.06459165540274), (-114.12915648424415 51.06846889710969, -114.12915719422372 51.06837641657233))"
2018,2AVS0,146.9040329,6000,"MULTILINESTRING ((-114.06262423023713 51.05122677034464, -114.06206914326684 51.05120653839411, -114.06167245667751 51.051197624701466, -114.06129228741861 51.05118087994231, -114.06096850479928 51.05117435912675, -114.06084116576822 51.05117464572709, -114.06078942788213 51.0511842377128, -114.06076233097585 51.051192346149804, -114.06070447585456 51.05123578758884, -114.06062743151071 51.05130641668719))"
2018,NOLANHLBVNW,229.813303,5000,"MULTILINESTRING ((-114.15451793838567 51.17281963674815, -114.15486128430665 51.172698900005415, -114.15541507666947 51.172545718749376, -114.15596886535803 51.172392534871136, -114.15750945900498 51.171966846765244))"
2018,2STSW3,315.7266147,9000,"MULTILINESTRING ((-114.06803495931597 51.04475031129981, -114.06800224170328 51.0452094576297, -114.0679692383984 51.04567261709692, -114.0679347196234 51.04615702642858, -114.06789928061778 51.04665434459946, -114.06788151436191 51.047099529097025, -114.06783291706992 51.047585582585704))"
2018,2STSW4,815.6284256,8000,"MULTILINESTRING ((-114.06906104829243 51.030507795276286, -114.06900675623555 51.03098402101694, -114.068991020088 51.03146515751607, -114.06894192626244 51.03193124323211, -114.06892221166662 51.032405782612194, -114.0688875024869 51.032880248982785, -114.06882743033452 51.03335551055436, -114.0687927980038 51.03381752686716, -114.0687853159861 51.03430209322811, -114.06873591147207 51.03477552163962, -114.06871781573672 51.03524883629537, -114.06868408695085 51.03572190389025, -114.06865030019786 51.036195765265546, -114.0686165197341 51.03666952140859, -114.0685831828256 51.03713706263125, -114.06853368399678 51.03783124745935))"
2018,30AVSW1,365.7770255,12000,"MULTILINESTRING ((-114.07882079362145 51.02639414864641, -114.07954225527588 51.026395995354186, -114.08018425616976 51.0264181622743, -114.08091073385884 51.02640402857548, -114.08163415639058 51.026405388149605, -114.08236929759813 51.026412146823894, -114.08245067500143 51.02642732349067, -114.08252468899296 51.02643565600014, -114.0826081776415 51.02643799188638, -114.0827447882831 51.02643669780269, -114.0828131088934 51.026445033261574, -114.08290041931637 51.02646173906426, -114.08296116986836 51.02648086033046, -114.08302003596276 51.026507168421524, -114.0830561339944 51.02653349266657, -114.08311697394791 51.02660171946998, -114.08341801787554 51.02707175406297))"
2018,32AVNE1,720.5315213,18000,"MULTILINESTRING ((-114.0521731892919 51.08958824746473, -114.05199943390868 51.089578037997946, -114.0517414521886 51.08956760757347, -114.05152330488832 51.089563725982416, -114.05139001082873 51.08955763391731, -114.05125182965902 51.08954416512597, -114.0511257143923 51.08952392527433, -114.05100509910268 51.089499740919514, -114.0508719684669 51.08947063195427, -114.05075953140877 51.08943747569787, -114.05062525836738 51.089393260714836, -114.05050953509239 51.089347734962764, -114.050437473537 51.089313259243134, -114.05036104630886 51.08927683190529, -114.05031955044147 51.08925145756417, -114.05014353821085 51.089134022979785, -114.05007561864078 51.089103898055335, -114.04996555387439 51.08903883389765, -114.04977361848326 51.088931523424506, -114.049660861946 51.08885800354572, -114.04914998626762 51.08853394959388, -114.0490291744944 51.08845282183583, -114.04893550199388 51.088388910392354, -114.04866705751054 51.08820296511383, -114.04819457802148 51.087900433802005, -114.0479234479839 51.08773311449879, -114.0476389050867 51.087564109970764, -114.04742414716442 51.087427208229315, -114.04723135494443 51.08729595981069, -114.04704073993989 51.087155665690325, -114.04684781414561 51.087010099741455, -114.04674402839426 51.08691159114328, -114.04666076947123 51.08681691644543, -114.04658286441706 51.08671040105896, -114.04653448713763 51.086620785235084, -114.04649145706267 51.08651425589828, -114.04645644378708 51.08637559068483, -114.04644018337764 51.08621154916296, -114.04643992766111 51.085956175222314, -114.04644757260132 51.085505973095074, -114.04644994625495 51.0851981712163, -114.04643472886622 51.08496777738064))"
2018,32AVNE10,1222.771946,15000,"MULTILINESTRING ((-113.9583251991373 51.08146408534139, -113.95795156713615 51.08145816130751, -113.95757268928035 51.08145647460648, -113.95619820465834 51.081457234372245, -113.95501192100186 51.08145640094489, -113.9548831582995 51.081459393432304, -113.9546328573769 51.08147112608786, -113.95411098235888 51.08147488506143, -113.95358356226195 51.08147329064635, -113.95328409523316 51.08147403437723, -113.95300339790597 51.08146844446862, -113.95199445938366 51.0814596678468, -113.94947109360552 51.08146325035397, -113.94722728691582 51.08146456401035, -113.94701577685736 51.08146601726718, -113.94692929230419 51.08146440394813, -113.94675514131433 51.081465070008996, -113.94618836613371 51.08145909127789, -113.94545089710746 51.08145957566473, -113.9436079378751 51.08145917949648, -113.94307601087044 51.081460202742235, -113.94273410663988 51.081462903477394, -113.94237083385444 51.081468383077265, -113.94212558797739 51.081469580717126, -113.94183724731677 51.081470204445, -113.94140131372835 51.08147184402608, -113.94102298202726 51.081473133487144, -113.94087550208619 51.08146947481256))"
2018,32AVNE11,408.8573131,10000,"MULTILINESTRING ((-113.94087550208619 51.08146947481256, -113.9406740256771 51.081463673293264, -113.93934943934946 51.081461194804994, -113.93763012387426 51.0814625628216, -113.93720061677898 51.08146530668553, -113.9369577280218 51.08146895702356, -113.93673157064597 51.081475418893966, -113.93645900337835 51.081487372077554, -113.9361810552454 51.08149325185843, -113.93599115358685 51.081494879454084, -113.93537065291964 51.08149594227329, -113.935295951858 51.081494155159085, -113.93525468204388 51.08149188129611, -113.93521950756173 51.08148975912582, -113.93508394678871 51.081478760576445, -113.93504342835716 51.08147601869392))"
2018,32AVNE12A,437.4122036,6000,"MULTILINESTRING ((-113.93504342835716 51.08147601869392, -113.93481725351124 51.08146321287177, -113.93468408122783 51.08146291919931, -113.93411308916342 51.08146172590752, -113.93371824432306 51.08146229561145, -113.93327495706453 51.0814682867859, -113.93253269232736 51.08147271522334, -113.9321851950128 51.081475843051436, -113.93204133764878 51.08146948022864, -113.93187991125926 51.081463344320824, -113.93018690758215 51.08146631545595, -113.92880246403087 51.08146463372086))"
2018,32AVNE2,1204.435301,31000,"MULTILINESTRING ((-114.04643472886622 51.08496777738064, -114.04642006185595 51.084805126784694, -114.04638230420458 51.08460388728958, -114.0463284359598 51.08438574099096, -114.0462665383803 51.08418620196466, -114.04620197660076 51.084005268079835, -114.04612190946293 51.08381565984308, -114.04602246792804 51.08362459205896, -114.04589347502635 51.08338787184081, -114.04576452873859 51.08319850635932, -114.0456382783614 51.08302097817952, -114.04549593071894 51.08284007330874, -114.0453109882091 51.08262813623556, -114.04509081124161 51.08240498075645, -114.04487335227688 51.08221564836488, -114.0446585996075 51.08204999063866, -114.04449786729603 51.08194441873765, -114.04435080158503 51.08185717407688, -114.0441968781881 51.08177985013242, -114.044029131315 51.08170689028521, -114.04385793884192 51.08164810011817, -114.0436595907382 51.08158844514854, -114.04345210565661 51.081537297472245, -114.04320660121333 51.08149597301941, -114.04297884364476 51.08147546971017, -114.04271607347027 51.08145703828991, -114.04248320605453 51.081449563721456, -114.04214611916261 51.08144641528099, -114.04191620862507 51.08144322839104, -114.04153200277347 51.08143173736139, -114.04097915870132 51.08143136519899, -114.04057604455399 51.081429912830075, -114.03990751730232 51.08142856075803, -114.03908854573967 51.08142731728864, -114.03874224153282 51.08142820117705, -114.03750297104789 51.08142708422475, -114.03708493453169 51.08142407927887, -114.03678868015844 51.08142098783414, -114.0364136948905 51.08141792018698, -114.03604671354161 51.081413255898845, -114.03580860546732 51.08141332098001, -114.03569401349492 51.08141329489209, -114.03525997432574 51.08140677963462, -114.03496786416902 51.08141996263049, -114.03478560340847 51.081427590804424, -114.03352913864155 51.08142306032146, -114.03309200137856 51.08142071630551, -114.03279451231752 51.08141092047692))"
2018,32AVNE3,390.5887504,49000,"MULTILINESTRING ((-114.03279451231752 51.08141092047692, -114.03258386565169 51.08140404743518, -114.03223482814683 51.08140657589996, -114.03196607318732 51.08139502873695, -114.03158019324742 51.081398190996495, -114.0312504425839 51.081406791029394, -114.03097276078046 51.08141659175379, -114.02963117789888 51.08141245272616), (-114.02964625640246 51.08141506130355, -114.02845709521581 51.08140473280083, -114.02723717610642 51.08141927920127))"
2018,32AVNE4,1087.729407,37000,"MULTILINESTRING ((-114.02723717610642 51.08141927920127, -114.02682483276689 51.081417653914336, -114.02666653256559 51.08141671744533, -114.02653172447472 51.081416748116084, -114.02635958394617 51.08141678705453, -114.02619262913474 51.081418128080934, -114.02607648652588 51.081416850540435, -114.0259862692286 51.081418825882686, -114.02587323610727 51.081416895697515, -114.02584391095577 51.081415686779394, -114.02573300933831 51.08142530053002, -114.02557850030705 51.081430548448644, -114.02546235840266 51.08143317990816, -114.0253555495994 51.081434505725504, -114.02524148209885 51.08143583391159, -114.02512533804432 51.081434555426526, -114.02500081513804 51.08143890435763, -114.02479733859037 51.08143527810674, -114.02462830857424 51.08143401033315, -114.02452149900738 51.08143663979073, -114.02435350724564 51.081436674905184, -114.02420521785106 51.081436705700774, -114.02401752161902 51.08143544090729, -114.02388579487338 51.08143011454167, -114.02083837022236 51.08142028379022, -114.01826647767771 51.081420431639295, -114.01721904608846 51.08142184286129, -114.01651496287509 51.0814211443589, -114.01565721641458 51.081423073797325, -114.0147397011546 51.08142683119561, -114.01443204884053 51.08142686957815, -114.01311800602961 51.08143209817719, -114.01220249170056 51.08144276917645, -114.0120071408286 51.08144346362844, -114.0117158397973 51.08143811645743))"
