year,segment_name,the_geom,length_m,volume
2017,SIFTON1,"MULTILINESTRING ((-114.0778226711 51.0188236391, -114.0779209078 51.0189444259, -114.0779665797 51.0189880435, -114.0780078281 51.0190251626, -114.0780667271 51.0190622699, -114.078119724 51.0190882374, -114.0781741886 51.019111418, -114.0782374677 51.0191290199, -114.078294857 51.0191419834, -114.0783537079 51.0191503017, -114.0784207875 51.0191538994, -114.0785693528 51.0191547282, -114.0788708926 51.0191526678, -114.079034176 51.0191581293, -114.0792533625 51.0191681969, -114.0793950182 51.0191807673, -114.0807544696 51.0191792991, -114.0818049181 51.0191773152, -114.0819786736 51.0191868719, -114.0821330281 51.0191979459, -114.0825444277 51.0192250784, -114.0831117051 51.0192666163, -114.0832185867 51.0192720357, -114.0832471368 51.0192761983, -114.0833748876 51.01927772, -114.0834770786 51.0192728078, -114.0836401072 51.019258847, -114.0865280891 51.0188160241, -114.0881718428 51.0183152039, -114.0883806042 51.0182666569, -114.0885979305 51.0182396102, -114.088836594 51.0182259902, -114.0890710459 51.0182392569, -114.0893225985 51.0182793948, -114.089608332 51.0183625221, -114.0896565211 51.0183912272, -114.0899459394 51.018557882, -114.0902858991 51.0187536365, -114.0908329887 51.0190686547, -114.0909501668 51.0192109832, -114.0912990724 51.0196645051, -114.0914312825 51.0198470667, -114.0914493165 51.0198461761, -114.0914659744 51.0198514185, -114.0914840342 51.0198636673, -114.0916050198 51.0200107234, -114.0916328249 51.020040483, -114.0916633809 51.0200579765, -114.0917008707 51.0200745889, -114.0917355696 51.0200824457, -114.0917799788 51.0200894175, -114.0918424089 51.020090244, -114.0919506209 51.0200901589, -114.0920227647 51.0200918543, -114.0920741147 51.020101449, -114.0921060508 51.020115438, -114.0922841125 51.0201201916, -114.093522894 51.0201212546, -114.0937324289 51.0201214337, -114.0943386551 51.0201242227, -114.0944069454 51.0201078466, -114.0944789428 51.0200984615, -114.0945491286 51.0201065657, -114.0946230193 51.0201204948, -114.0946766017 51.0201356073, -114.0947227978 51.0201518908))",1327.65583087,13000
2017,114AVSE1,"MULTILINESTRING ((-113.9812526258 50.9505418504, -113.9815577477 50.9505393216, -113.9816088516 50.9505383057, -113.9816967803 50.9505371311, -113.9818110406 50.9505359605, -113.9818716984 50.9505347805, -113.9819622275 50.9505327278, -113.9820478055 50.9505306607, -113.9821107873 50.9505294747, -113.9822337257 50.9505255676, -113.9823659244 50.9505226488, -113.9825001162 50.9505180509, -113.9826340971 50.9505138673, -113.9827829036 50.9505088514, -113.9829533986 50.9505017393, -113.9830510528 50.9504975552, -113.9831093398 50.9504954699, -113.9832149667 50.9504912869, -113.9833402836 50.9504858633, -113.9834558758 50.9504808418, -113.9835241481 50.9504779117, -113.9836129344 50.9504737493, -113.9836521294 50.9504716548, -113.9836800314 50.9504699794, -113.9837039476 50.9504666241, -113.9837271989 50.9504641084, -113.983765066 50.9504582361, -113.9837969559 50.950451944, -113.983834159 50.9504439715, -113.9838791882 50.9504318315, -113.9839425633 50.9504161574, -113.9839861193 50.9504129855, -113.984047652 50.9504076737, -113.9841209512 50.9503992619, -113.9842057588 50.9503889369, -113.9842796624 50.9503774623, -113.9843469052 50.9503671356, -113.9844017524 50.9503557276, -113.9844502165 50.9503446325, -113.9844889871 50.950334684, -113.9845307879 50.950323588, -113.9845802365 50.9503091433, -113.9846468753 50.950286948, -113.9846995815 50.9502681966, -113.9847431999 50.9502517409, -113.9848096715 50.9502266795, -113.9848520789 50.9502098407, -113.9848969109 50.9501899402, -113.9849453765 50.9501688913, -113.9849889961 50.9501482247, -113.9850277714 50.9501271744, -113.9850659393 50.9501049761, -113.9851316657 50.9500681116, -113.9852060394 50.9500257428, -113.9852509245 50.949999142, -113.9853206549 50.9499593193, -113.985396523 50.94991562, -113.9854855444 50.9498657832, -113.985533519 50.9498382954, -113.9855870716 50.9498086929, -113.985634489 50.9497833194, -113.9856701906 50.9497639362, -113.98571147 50.9497427926, -113.9857600009 50.9497195336, -113.9858015415 50.9497003264, -113.9858462374 50.9496805622, -113.9858774752 50.9496675234, -113.9859094375 50.9496542618, -113.9859413342 50.9496416052, -113.9859714287 50.9496303436, -113.9860123233 50.94961493, -113.9860435959 50.9496042924, -113.9860812888 50.9495921678, -113.9861300874 50.9495771892, -113.9861723543 50.9495648161, -113.986205001 50.949556133, -113.9862522359 50.9495446729, -113.986299314 50.9495338204, -113.9863481109 50.9495240542, -113.9863907208 50.9495162415, -113.9864298948 50.9495097311, -113.9864760537 50.9495028511, -113.9865025594 50.9494993562, -113.9865416091 50.9494943759, -113.9865931531 50.9494880835, -113.9866576489 50.9494820182, -113.9867102228 50.9494770303, -113.9867711988 50.9494724812, -113.986821367 50.9494694465, -113.9868698169 50.9494681493, -113.9869411365 50.9494677177, -113.9870301333 50.9494664249, -113.9871172329 50.9494655617, -113.9872148182 50.9494649215, -113.9872869774 50.9494649294, -113.9873583597 50.9494642422, -113.9876036689 50.9494637417, -113.987848978 50.9494632416, -113.9880942886 50.94946274, -113.9883395978 50.949462238, -113.9885848884 50.9494617354, -113.988830179 50.9494612323, -113.9890754711 50.9494607287, -113.9893207617 50.9494602246, -113.9895670884 50.9494597183, -113.9898134151 50.9494592114, -113.9900597417 50.9494587031, -113.9903060684 50.9494581952, -113.9905546179 50.9494582345, -113.9908460242 50.9494570045, -113.9911427473 50.949456416, -113.9914202779 50.9494558102, -113.9917061551 50.9494552042, -113.9919242136 50.9494558461, -113.9922546086 50.949453363, -113.9924211254 50.9494521207, -113.9925261902 50.9494540064, -113.9926114319 50.9494565182, -113.9927036099 50.9494602817, -113.9927680366 50.9494634178, -113.9928403925 50.949470313, -113.9929058081 50.9494753289, -113.9929900569 50.9494847302, -113.9930564652 50.9494941304, -113.9931068977 50.9495006636, -113.9931339318 50.9495006922, -113.9931855195 50.9495007015, -113.9932189848 50.9495003735, -113.9932561105 50.949499714, -113.99329219 50.9495010385, -113.9933282691 50.9495046752, -113.993368532 50.9495099653, -113.9934061789 50.9495169076, -113.9934422573 50.9495258321, -113.9934882703 50.949537731, -113.9935515393 50.9495572318, -113.9935971506 50.9495722465, -113.993656234 50.9495930694, -113.9937069523 50.9496138909, -113.9937498278 50.9496330605, -113.9938030005 50.9496580597, -113.9938401252 50.9496768982, -113.9938767248 50.9496954066, -113.9939232602 50.9497192026, -113.9939713622 50.9497456425, -113.9940245203 50.9497755447, -113.9940747156 50.9498042978, -113.9941311835 50.9498386689, -113.9942036933 50.9498847978, -113.9942768932 50.949933381, -113.9943922434 50.9500144591, -113.9945212469 50.9501035333, -113.9945792846 50.9501431913, -113.9947406008 50.9502543145, -113.9948075273 50.950300583, -113.994928593 50.9503843335, -113.9950169586 50.9504448132, -113.9951296943 50.9505236034, -113.9952185812 50.9505844128, -113.9953103941 50.9506480002, -113.9953992827 50.9507098001, -113.9955340336 50.9508034934, -113.9957095498 50.9509242736, -113.9958565264 50.9510256586, -113.9959571885 50.9510951126, -113.9962516142 50.951298637, -113.9963737696 50.9513826576, -113.9965384843 50.9514961823, -113.996882284 50.9517336686, -113.9971164114 50.951895006, -113.9974552758 50.9521289997, -113.9976131218 50.9522372591, -113.9977194806 50.9523085482, -113.9979185924 50.9524318427, -113.9980422837 50.9524842684, -113.9981672562 50.9525712124, -113.9982359347 50.9526074031, -113.9983064365 50.9526434113, -113.9983649123 50.9526722094, -113.9984278186 50.9527027615, -113.9985450311 50.9527572578, -113.9987177641 50.9528326022, -113.9987910023 50.9528631542, -113.9988547476 50.9528885845, -113.9989228196 50.9529156815, -113.9989843249 50.9529387285, -113.9990663761 50.9529690988, -113.9991566326 50.9530012877, -113.9992536723 50.9530346264, -113.9993326839 50.9530602687, -113.9994308426 50.9530915477, -113.9995586862 50.9531311163, -113.9997188978 50.9531806169, -114.0001240587 50.9533069815, -114.0002643827 50.9533502513, -114.0005789325 50.9534482668, -114.000824513 50.9535286141))",1581.36405811,14000
2017,EDMON6,"MULTILINESTRING ((-114.0519794846 51.055291428, -114.052024738 51.0553486005, -114.0521172918 51.0554334707, -114.0523942841 51.0556406579, -114.0530490193 51.0561550616, -114.0536251591 51.0565983027, -114.0538553322 51.0567770617, -114.0539493481 51.0568504283, -114.0540450333 51.0569300869, -114.054114101 51.0569945517, -114.0541709049 51.0570546765, -114.0541977613 51.0570883431, -114.0542189522 51.0571186043, -114.0542468456 51.0571644191, -114.0542706334 51.0572086762, -114.0542871538 51.0572495204, -114.0542985614 51.0572973638, -114.0543084282 51.0573510674, -114.0543121006 51.0574016769, -114.0543147421 51.0574550574, -114.0543173903 51.0575129958, -114.0543135778 51.0579742427, -114.0543074131 51.0584282603, -114.0543111854 51.0588605037, -114.0543056832 51.0593456827, -114.0543557244 51.0597360053))",549.508850606,22000
2017,BOW7A,"MULTILINESTRING ((-114.114406001 51.0424409511, -114.1136263132 51.0426033931, -114.1133700276 51.0426777462, -114.1128787597 51.0427994825, -114.1123447789 51.0429347316, -114.1115785163 51.0431235121, -114.1113201315 51.043215879, -114.1110222322 51.0433053046, -114.1108258502 51.0433780058, -114.110581539 51.0434686776, -114.1103546009 51.0435578501, -114.1101165167 51.043658152, -114.1098709816 51.0437577196, -114.1096800188 51.0438387024, -114.1094068542 51.0439541799, -114.1092109312 51.0440381322, -114.1090943697 51.0440886501, -114.1089604284 51.0441384433, -114.1087694367 51.0442090459, -114.1086214505 51.0442622688, -114.1084558669 51.0443406962, -114.1081995247 51.0444590698, -114.1078991216 51.0445982371, -114.1076320951 51.0447214081, -114.1074238124 51.0448173853, -114.1072302168 51.0449069633, -114.1068971979 51.0450591608, -114.1065620566 51.0452071358, -114.1062549446 51.0453391213, -114.1059150133 51.0454708499, -114.1057921442 51.0455132668, -114.1056665992 51.0455548869, -114.105540497 51.0455955365, -114.1055234119 51.0456009709, -114.1054972591 51.0456092417, -114.1054695274 51.0456180632, -114.1054460025 51.0456255468, -114.105421229 51.0456333156, -114.1053854809 51.0456445005, -114.1053484186 51.0456560021, -114.1053152542 51.045666372, -114.1052835791 51.0456757472, -114.1052549246 51.0456833127, -114.1052156918 51.0456935342, -114.1051809903 51.0457022055, -114.1051566271 51.0457085562, -114.1051363828 51.0457132086, -114.105105622 51.0457195201, -114.1050672364 51.0457273299, -114.1050263019 51.0457355851, -114.1050006668 51.0457407916, -114.1049663555 51.0457473417, -114.1048606259 51.0457673651, -114.1048295999 51.0457731266, -114.1047712146 51.0457828159, -114.1047288799 51.0457892941, -114.1046929886 51.0457952955, -114.1046653038 51.0457997099, -114.10462862 51.0458039841, -114.1045973261 51.0458073105, -114.1045613897 51.0458110239, -114.1045224692 51.0458150646, -114.1044843372 51.0458190254, -114.1043791307 51.045830246, -114.1043346868 51.0458348408, -114.1042574992 51.0458430732, -114.1042329106 51.0458456869, -114.1042051639 51.0458473612, -114.1041687368 51.0458491215, -114.1040617465 51.0458547824, -114.1040288691 51.0458559902, -114.1039774473 51.0458574491, -114.1039351006 51.0458586654, -114.1038619742 51.0458603809, -114.1038117321 51.0458601118, -114.1037729343 51.0458603818, -114.1036685192 51.0458601616, -114.1035559073 51.0458588473, -114.1035126334 51.0458573934, -114.1034623886 51.0458552381, -114.1034185508 51.045853478, -114.1033359407 51.0458481267, -114.1028296611 51.0458026779, -114.1023921843 51.0457455708, -114.101954687 51.045679262, -114.1014296953 51.0456015297, -114.1009156407 51.0455237855, -114.1003505674 51.0454483825, -114.1000261214 51.0454118656, -114.0996652508 51.0453845781, -114.0992440976 51.045364822, -114.0987645836 51.0453509713, -114.0982954329 51.0453376381, -114.0978657791 51.045324341, -114.0975784378 51.0453174551, -114.0972488953 51.0453088893, -114.0968781073 51.0452980158, -114.0965564753 51.0452865665, -114.0962188942 51.045286194, -114.0959599244 51.0452947764, -114.09563123 51.0453252468, -114.0950936626 51.0453968409, -114.0941478331 51.0455306835))",1530.09846117,32000
2017,CRANBERRYRD1,"MULTILINESTRING ((-113.9759015762 50.8792287349, -113.9757385714 50.8796581736, -113.9755785567 50.880130272, -113.9754693135 50.88059824, -113.9754830262 50.8810323064, -113.9755454001 50.8811912004))",221.95740272,7000
2017,1STE4,"MULTILINESTRING ((-114.0604343932 51.0473760143, -114.0604688538 51.0468935267, -114.0605009047 51.0464447724, -114.0605358816 51.045946884, -114.0605700595 51.0454722948, -114.0606041653 51.0449987204, -114.060636889 51.0445407322))",315.710767271,20000
2017,SARCEE(N)5,"MULTILINESTRING ((-114.1681243379 51.1447005608, -114.1681221709 51.1448912537, -114.1681241058 51.1449651759, -114.1681291663 51.1450025185, -114.1681393303 51.1450481171, -114.1681586833 51.1451010424, -114.1681838801 51.1451571057, -114.1682107243 51.145207923, -114.16827571 51.1453275492, -114.1682753447 51.1453340043, -114.1682690813 51.1454654518, -114.1682627043 51.1455570055, -114.1682525606 51.1456809964, -114.1682423585 51.1457889157, -114.1682320884 51.1458718594, -114.1682141279 51.1459654408, -114.1681829063 51.1461204562, -114.1681447838 51.1462871375, -114.1681039311 51.1464427403, -114.1680698397 51.1465578316, -114.1680403312 51.1466542999, -114.167991922 51.1467970485, -114.1679557077 51.1469038572, -114.1679079998 51.1470284764, -114.1678734358 51.1471144071, -114.167816148 51.1472533882, -114.1677762735 51.1473454628, -114.1677141583 51.1474815813, -114.1676309825 51.1476538897, -114.16755759 51.1478038863, -114.1674906168 51.1479285319, -114.1673626779 51.1481797662, -114.1672737211 51.1483520826, -114.1671706359 51.1485498416, -114.1670548941 51.148773852, -114.1668733706 51.1491259741, -114.1667710153 51.14932299, -114.1666551078 51.1495460968, -114.1665081075 51.149829957, -114.1664344491 51.1499724046, -114.1662825641 51.1502655604, -114.1661897666 51.1504436212, -114.1660931774 51.1506315615, -114.1660357858 51.1507447139, -114.165944896 51.1509176054, -114.1658571061 51.1510854323, -114.165753798 51.1512881876, -114.1656191629 51.1515467513, -114.1655368938 51.1517070026, -114.1653934788 51.1519868361, -114.1653245937 51.1521189445, -114.1651756326 51.1524114528, -114.1651010621 51.1525705459, -114.1650570796 51.1526630154, -114.165018892 51.1527659972, -114.1650036673 51.1528188234, -114.1649875753 51.1528986268, -114.1649801273 51.1529709566, -114.1649775132 51.1530487821, -114.1649815981 51.1531136343, -114.1649934319 51.1531905288, -114.165003219 51.153236227, -114.1650207781 51.1532976163, -114.1650441266 51.1533618678, -114.1650751947 51.1534295514, -114.1651091368 51.1534926391, -114.1651458336 51.1535513656, -114.1651913341 51.1536144378, -114.1652474544 51.153683234, -114.1652987111 51.1537394093, -114.1653596063 51.1537967199, -114.1654253147 51.1538528756, -114.1655025911 51.15391131, -114.1655808148 51.153965152, -114.1656325798 51.1539974115))",1081.96420807,25000
2017,6AVS1,"MULTILINESTRING ((-114.086025401 51.0481019626, -114.0885168907 51.0481728274))",174.876118002,25000
2017,11STNE2,"MULTILINESTRING ((-114.0364614529 51.0973283307, -114.0364449452 51.0975469957, -114.0364408728 51.0983925258, -114.0364411139 51.0986557364, -114.0364361519 51.0998064238, -114.036437617 51.1000864536, -114.0364365443 51.1005854009, -114.0364354816 51.1007683486, -114.0364324251 51.1014954753, -114.0364293549 51.1019781888, -114.0364295272 51.1021973598))",541.655721393,13000
2017,3AVS1,"MULTILINESTRING ((-114.0700473677 51.0504871994, -114.067612471 51.0504212723, -114.0651456451 51.0503462471, -114.0626846601 51.0502826187))",516.737295026,8000
2017,JLBV4,"MULTILINESTRING ((-114.1544460453 51.1151024712, -114.1543204172 51.1150373751, -114.1540756913 51.1149208002, -114.1536524012 51.1147126691, -114.153239218 51.1145101121, -114.152766389 51.1142866318, -114.1524016652 51.1141101729, -114.1521717229 51.1140107341, -114.1519681812 51.1139189782, -114.1516425033 51.1137723234, -114.151324855 51.1136330306, -114.151111058 51.1135416991, -114.1508969014 51.113450641, -114.1505639079 51.113309719, -114.1502417797 51.1131755612, -114.1499129549 51.1130395322, -114.1495174224 51.1128764507, -114.1490534877 51.1126856033, -114.1485801961 51.1124905938, -114.1485270124 51.1124693551, -114.1481561761 51.112314632, -114.1480545785 51.1122736511, -114.141813635 51.1097082348, -114.1401994242 51.1090453499, -114.1400503942 51.1089831475))",1216.81493535,30000
2017,RICHDSON1C,"MULTILINESTRING ((-114.1365604647 51.0133284703, -114.1374421835 51.0127795656, -114.1386803775 51.0124036088))",183.353502713,14000
2017,MACLEOD19B,"MULTILINESTRING ((-114.0692335812 50.9393985697, -114.0693800858 50.9401103603, -114.0695910757 50.9411634172, -114.0701815326 50.9439954914, -114.0704697167 50.9458664571, -114.0706753225 50.9477565337, -114.0708594243 50.9494707084, -114.0709864022 50.9503539842))",1225.28208463,78000
2017,BLACKF8,"MULTILINESTRING ((-114.0385028896 50.9657500354, -114.0385488035 50.9658636395, -114.0386113401 50.9660371985, -114.0386206162 50.96605895, -114.0386944247 50.9662293544, -114.0387532819 50.9663734728, -114.0387671573 50.9664389853, -114.0387483524 50.9664854907, -114.0388948478 50.9668199572, -114.0391047362 50.967279568, -114.0392696154 50.9675973166, -114.0394224674 50.9678488596, -114.0396169295 50.9681442642, -114.0398536432 50.9684582046, -114.0401352709 50.9687891531, -114.0404792261 50.9691664383, -114.040731116 50.9694518701, -114.0408638265 50.9696019597, -114.0410178241 50.9698178976, -114.0412455373 50.9700864368, -114.0414400351 50.9703360629, -114.0415627105 50.9704279558, -114.0417184988 50.970590585, -114.0420301128 50.9709536776, -114.0423207497 50.9712846175, -114.0424326289 50.9714412187, -114.0426284846 50.9716819701, -114.0429461037 50.9720488408, -114.0432847026 50.9724402956, -114.0438442257 50.9730913364, -114.0443896045 50.97371917, -114.0449641592 50.9743569459, -114.0454645898 50.974905342, -114.046203759 50.9757641886, -114.0469817116 50.9766835399, -114.0475122458 50.977349199, -114.0484163782 50.9785533868, -114.0486958186 50.9789910227, -114.0488298944 50.9792003355, -114.0490785125 50.9795483644, -114.0496071313 50.9803516723, -114.0498571399 50.9807317459, -114.0498781995 50.9807596476))",1858.13056329,28000
2017,BOWNESS4,"MULTILINESTRING ((-114.1733138426 51.0801742052, -114.1732337142 51.0799909173, -114.1731906672 51.0798900278, -114.1731667899 51.0798399906, -114.1731060202 51.0797320255, -114.1729964875 51.0795594966, -114.1728713587 51.0793483512, -114.1728519804 51.0793458466, -114.1727048033 51.0791426283, -114.1725742957 51.0789703098, -114.1724846783 51.0788562739, -114.172343055 51.0786873876, -114.1721590378 51.0784777504, -114.1720502761 51.0783574496, -114.1719892564 51.078265493, -114.1719271879 51.0782216167, -114.1717170606 51.0780121079, -114.1715747569 51.0778896975, -114.1714730035 51.0778114576, -114.1713113315 51.0776991437, -114.171195907 51.0776288336, -114.1710746499 51.0775626672, -114.1709486956 51.0775001034, -114.1708379033 51.0774469564, -114.1707009117 51.077370924, -114.169850268 51.0768348491, -114.1690457967 51.0762309054, -114.1681022094 51.0755225028, -114.1675562494 51.0753486025, -114.1668872469 51.075289955, -114.1660193222 51.0753724828, -114.1651756912 51.0754066601, -114.164399377 51.0752754099))",910.623024555,17000
2017,52STNE9,"MULTILINESTRING ((-113.9582970404 51.0191041589, -113.958296738 51.020214936, -113.9582975348 51.020948934, -113.9582961208 51.0213032832, -113.9583030346 51.0213690845, -113.9583108774 51.0214178011, -113.9583273239 51.0214660703, -113.9583473585 51.0215107324, -113.9583801897 51.0215461799, -113.9583768729 51.0233687571, -113.9583771333 51.0240729202, -113.9583772505 51.0241664884, -113.9583805149 51.0246820292, -113.9583876866 51.0305869565, -113.958381007 51.0321554064, -113.9583205953 51.032230186, -113.9583001136 51.0322814526, -113.9582959144 51.0324059736, -113.9583050604 51.0327473456, -113.9583197458 51.0331772965, -113.9583337388 51.0335274172, -113.9583577034 51.0335802262, -113.9583915488 51.03361506, -113.9583839693 51.0345514189, -113.9583830566 51.0349400607, -113.9583830778 51.03552284, -113.958401469 51.0361454567, -113.9583234442 51.036333881, -113.9583087691 51.03644272, -113.95831597 51.0365406829, -113.9583166075 51.0371571019, -113.9583087919 51.0376407627, -113.9583119978 51.0378546694))",2089.65801973,21000
2017,10AVS2,"MULTILINESTRING ((-114.0887831042 51.044045394, -114.088662353 51.0440179474, -114.0885598661 51.0440050943, -114.0884076168 51.0439941261, -114.0882700255 51.0439942301, -114.0880973156 51.0439999026, -114.0879451329 51.0440240306, -114.0863078396 51.0439758651, -114.0853635574 51.0439502366, -114.0844052212 51.0439230761))",308.342903358,14000
2017,1STW3,"MULTILINESTRING ((-114.0653490029 51.0475303477, -114.0653003937 51.0484592098))",103.381063816,9000
2017,36STNE3,"MULTILINESTRING ((-113.9815418519 51.0883892067, -113.9815692137 51.0899195557, -113.9815888454 51.0905882513, -113.9815891342 51.090853254, -113.981589423 51.0911182576, -113.9815901471 51.0912107802, -113.9815683673 51.0930686922, -113.9815465858 51.0949266037, -113.9815463817 51.0953676037, -113.9815390607 51.095945436))",840.58373173,31000
2017,14STNW8B,"MULTILINESTRING ((-114.0947116065 51.0704859791, -114.0947361235 51.0705268776, -114.094723274 51.070975321, -114.0947285673 51.0714252527, -114.0947282525 51.0718686337, -114.0947283356 51.0719086512, -114.094729173 51.0723153245, -114.0947292555 51.0723550634, -114.0947300934 51.0727619686, -114.0947301759 51.0728016715, -114.0947310494 51.0732085577, -114.0947311331 51.0732481905, -114.0947322401 51.0737763978, -114.0947332907 51.074276968))",422.027696831,23000
2017,RICHARD5,"MULTILINESTRING ((-114.1307253013 51.0024723775, -114.1308372661 51.0025866744, -114.1309045527 51.0026551526, -114.1310181421 51.0027712733, -114.1310507459 51.0028048586, -114.131084063 51.002845866, -114.1311131682 51.0028867477, -114.1311381862 51.0029277653, -114.1311561905 51.0029689777, -114.131175002 51.0030169882, -114.1311827519 51.0030671938, -114.1311835601 51.0031082377, -114.1311774411 51.0031457958, -114.1311623736 51.0031926478, -114.1311444934 51.0032293463, -114.1311128104 51.0032774126, -114.1310583355 51.0033372945, -114.1310217702 51.0033713943, -114.1309680062 51.0034100819, -114.1309072505 51.0034507579, -114.1308381828 51.0034875136, -114.1307514144 51.0035358024, -114.1306422908 51.0035953084, -114.1305393737 51.0036478214, -114.1304161215 51.0037145518, -114.130309769 51.0037758002, -114.130185027 51.0038521216, -114.1301235763 51.0038923618, -114.1300566078 51.0039378475, -114.129980681 51.0039960061, -114.1299208628 51.0040433626, -114.1298691134 51.0040892681, -114.1298173625 51.0041351736, -114.1297830272 51.0041673206, -114.1297237115 51.004228954, -114.1296719946 51.0042866486, -114.1296176211 51.0043528289, -114.1295762793 51.0044109489, -114.1295315085 51.0044795521, -114.1294910006 51.0045522327, -114.1294490306 51.0046330589, -114.1294216178 51.0047005128, -114.1293907021 51.0047769594, -114.1293696691 51.0048575457, -114.1293484864 51.0049514478, -114.1293398063 51.0050088555, -114.1293289896 51.0050988167, -114.1293177576 51.005279747, -114.12931475 51.0054428136, -114.1293145403 51.0056098092, -114.1293146 51.0057993492))",422.950211811,8000
2017,CRWFTRD1,"MULTILINESTRING ((-114.1979598771 51.1266090838, -114.1978385188 51.126570944, -114.1977133933 51.1265270624, -114.1975592075 51.126465353, -114.1971720354 51.1263029976, -114.1965621157 51.1260425469, -114.1964449615 51.1259983683, -114.1963632618 51.1259693845, -114.1962558923 51.1259312959))",141.232681799,10000
2017,18STSE4,"MULTILINESTRING ((-114.0073769024 50.9572146736, -114.0080409812 50.9575757384, -114.0082878408 50.9577386598, -114.008621194 50.9580715592, -114.0089190072 50.9584912144, -114.0091401525 50.9590557591, -114.0092213286 50.9594092423))",286.038025678,16000
2017,BOWNESS6,"MULTILINESTRING ((-114.1511512011 51.065393626, -114.1511110629 51.0653109699, -114.151088437 51.0652562141, -114.1510550021 51.0651631805, -114.1510397047 51.0651108775, -114.1509992247 51.0649625016, -114.1509656291 51.0648300295, -114.1509088526 51.0646180104, -114.150893569 51.0645584437, -114.1508797498 51.0645104475, -114.1508512412 51.0644404023, -114.1508301098 51.0643948778, -114.1508022138 51.0643534838, -114.1507613591 51.0642887144, -114.1507211115 51.0642083363, -114.1507033545 51.0641716236, -114.1506918027 51.0641509424, -114.1506728445 51.0641230269, -114.150658889 51.0641050277, -114.1506201927 51.0640616159, -114.1505984277 51.0640392371, -114.1505601714 51.0640056549, -114.1505161716 51.0639707875, -114.1504961117 51.0639559084, -114.1504513119 51.063927768, -114.1503917239 51.0638926608, -114.1503478503 51.0638671936, -114.150274697 51.0638230493, -114.1502008162 51.0637792988, -114.1497966067 51.063621061, -114.1496270882 51.0635536844, -114.1492013665 51.0633862693))",279.231529304,23000
2017,EDGEMONT3,"MULTILINESTRING ((-114.157107302 51.1356541818, -114.1569631073 51.1362047025, -114.1569325977 51.1366071916, -114.1569029578 51.1387166716))",341.557148499,10000
2017,SHGNPPI5,"MULTILINESTRING ((-114.1536504849 51.0883076733, -114.1536582776 51.0883362727, -114.1536690729 51.0883749788, -114.1536756046 51.0884003741, -114.1536859422 51.0884396517, -114.1536962655 51.0884741863, -114.1537076692 51.0885104132, -114.1537201542 51.088549011, -114.1537348114 51.0885943788, -114.1537464462 51.0886326676, -114.1537540557 51.0886546319, -114.1537646698 51.0886868756, -114.1537739108 51.0887182563, -114.1537836085 51.0887496364, -114.1537914553 51.0887738191, -114.1538002294 51.0888017438, -114.1538094685 51.0888325492, -114.1538186828 51.0888558661, -114.1538301336 51.0888898932, -114.1538485775 51.0889411352, -114.1538679469 51.088995544, -114.1538790098 51.0890249059, -114.1538951115 51.0890710412, -114.1539075792 51.08911077, -114.1539237498 51.0891651829, -114.153936219 51.0892057755, -114.1539463838 51.0892397476, -114.1539661625 51.0893034529, -114.1539823238 51.0893549856, -114.153995708 51.089395577, -114.1540108841 51.0894414268, -114.1540261218 51.0894895051, -114.1540450449 51.0895473701, -114.1540593672 51.0895957363, -114.154066295 51.0896181914, -114.1540768388 51.089654494, -114.154089325 51.0896996956, -114.1540994981 51.089736547, -114.1541082951 51.0897716725, -114.1541189423 51.0898137076, -114.1541258902 51.0898422119, -114.1541318703 51.0898664069, -114.154142979 51.0899098816, -114.1541554902 51.0899625706, -114.1541693742 51.0900164094, -114.1541804697 51.0900558523, -114.1541887923 51.0900852177, -114.1542034989 51.090135287, -114.1542242707 51.0901994854, -114.1542418182 51.0902556234, -114.1542570454 51.0903008213, -114.1542667486 51.0903336415, -114.1542727429 51.0903500496, -114.1542962282 51.0904248954, -114.154319312 51.0904974439, -114.1543368506 51.090550414, -114.1543552528 51.0906020641, -114.1543714063 51.090651005, -114.1543847788 51.0906878522, -114.1543917045 51.0907100196, -114.1543957199 51.0907224111, -114.1544892784 51.0909971152, -114.1545723134 51.091260355, -114.1546563925 51.0915234613, -114.154761862 51.0918540633, -114.1548221898 51.0920407824, -114.1548547272 51.0921702876, -114.154877863 51.092276256, -114.1548949486 51.0924188454, -114.1548994229 51.0925988755, -114.1548939943 51.0927652167, -114.1548802619 51.0929136596, -114.1548632321 51.0930169132, -114.1548414616 51.0931198108, -114.1547790686 51.0933638711, -114.154531841 51.0938517175, -114.1544353972 51.094030074, -114.1542946632 51.0942294564, -114.1541733717 51.0943742672, -114.1539937991 51.094566711, -114.1537726898 51.0947749347, -114.1535657675 51.0949387582, -114.1530546591 51.0953074256, -114.1522647258 51.0958376388, -114.1516879149 51.0961987345, -114.1514971775 51.0963163751, -114.1512754415 51.0964365474, -114.1510599863 51.0965234656, -114.1506388541 51.0966958948, -114.1502636528 51.0968649301, -114.149947288 51.0970199853, -114.1495693089 51.097266404))",1150.89985106,41000
2017,MACLEOD8,"MULTILINESTRING ((-114.0586592743 51.0378329866, -114.0586144875 51.0384493657, -114.0585455685 51.0393978532, -114.0584766999 51.0403456141))",279.792601783,27000
